Jurisdiction,Category,Type,Total type,Management,Fate,y,ds,Sub-stream
NT,Total,,All other waste total,Recycling,Recycling,7379,2016-12-31,09 Total
Qld,Ash,,Ash waste total,Other disposal,Long-term storage,3544980,2016-12-31,04 C&I (electricity generation)
Qld,Ash,,Ash waste total,Recycling,Recycling,705154,2016-12-31,04 C&I (electricity generation)
Qld,Ash,,Ash waste total,Other disposal,Long-term storage,3544980,2016-12-31,09 Total
Qld,Ash,,Ash waste total,Recycling,Recycling,705154,2016-12-31,09 Total
Qld,Biosolids,,Biosolids total,Other disposal,Disposal,0,2016-12-31,03 C&I core
Qld,Biosolids,,Biosolids total,Recycling,Recycling,305675,2016-12-31,03 C&I core
Qld,Biosolids,,Biosolids total,Other disposal,Disposal,0,2016-12-31,09 Total
Qld,Biosolids,,Biosolids total,Recycling,Recycling,305675,2016-12-31,09 Total
Qld,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,0,2016-12-31,02 C&D
Qld,Hazardous wastes,,Hazwaste total,Landfill,Disposal,478177,2016-12-31,02 C&D
Qld,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,72,2016-12-31,02 C&D
Qld,Hazardous wastes,,Hazwaste total,Recycling,Recycling,13049,2016-12-31,02 C&D
Qld,Hazardous wastes,,Hazwaste total,Treatment,Disposal,45,2016-12-31,02 C&D
Qld,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,0,2016-12-31,02 C&D
Qld,Hazardous wastes,,Hazwaste total,Treatment,Recycling,0,2016-12-31,02 C&D
Qld,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,13911,2016-12-31,03 C&I core
Qld,Hazardous wastes,,Hazwaste total,Landfill,Disposal,445091,2016-12-31,03 C&I core
Qld,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,6416,2016-12-31,03 C&I core
Qld,Hazardous wastes,,Hazwaste total,Recycling,Recycling,425310,2016-12-31,03 C&I core
Qld,Hazardous wastes,,Hazwaste total,Treatment,Disposal,28561,2016-12-31,03 C&I core
Qld,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,10914,2016-12-31,03 C&I core
Qld,Hazardous wastes,,Hazwaste total,Treatment,Recycling,65377,2016-12-31,03 C&I core
Qld,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,13911,2016-12-31,09 Total
Qld,Hazardous wastes,,Hazwaste total,Landfill,Disposal,923268,2016-12-31,09 Total
Qld,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,6488,2016-12-31,09 Total
Qld,Hazardous wastes,,Hazwaste total,Recycling,Recycling,438359,2016-12-31,09 Total
Qld,Hazardous wastes,,Hazwaste total,Treatment,Disposal,28606,2016-12-31,09 Total
Qld,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,10914,2016-12-31,09 Total
Qld,Hazardous wastes,,Hazwaste total,Treatment,Recycling,65377,2016-12-31,09 Total
Qld,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2016-12-31,02 C&D
Qld,Total,,All other waste total,Landfill,Disposal,1383734,2016-12-31,02 C&D
Qld,Total,,All other waste total,Landfill,Energy recovery,7240,2016-12-31,02 C&D
Qld,Total,,All other waste total,Recycling,Recycling,1835201,2016-12-31,02 C&D
Qld,Total,,All other waste total,Energy from waste facility,Energy recovery,48032,2016-12-31,03 C&I core
Qld,Total,,All other waste total,Landfill,Disposal,1386966,2016-12-31,03 C&I core
Qld,Total,,All other waste total,Landfill,Energy recovery,81529,2016-12-31,03 C&I core
Qld,Total,,All other waste total,Recycling,Recycling,1275622,2016-12-31,03 C&I core
Qld,Total,,All other waste total,Energy from waste facility,Energy recovery,123247,2016-12-31,01 MSW
Qld,Total,,All other waste total,Landfill,Disposal,1583133,2016-12-31,01 MSW
Qld,Total,,All other waste total,Landfill,Energy recovery,137311,2016-12-31,01 MSW
Qld,Total,,All other waste total,Recycling,Recycling,640594,2016-12-31,01 MSW
Qld,Total,,All other waste total,Energy from waste facility,Energy recovery,171279,2016-12-31,09 Total
Qld,Total,,All other waste total,Landfill,Disposal,4353833,2016-12-31,09 Total
Qld,Total,,All other waste total,Landfill,Energy recovery,226080,2016-12-31,09 Total
Qld,Total,,All other waste total,Recycling,Recycling,3751417,2016-12-31,09 Total
SA,Ash,,Ash waste total,Other disposal,Long-term storage,309564,2016-12-31,04 C&I (electricity generation)
SA,Ash,,Ash waste total,Recycling,Recycling,100000,2016-12-31,04 C&I (electricity generation)
SA,Ash,,Ash waste total,Other disposal,Long-term storage,309564,2016-12-31,09 Total
SA,Ash,,Ash waste total,Recycling,Recycling,100000,2016-12-31,09 Total
SA,Biosolids,,Biosolids total,Other disposal,Disposal,0,2016-12-31,03 C&I core
SA,Biosolids,,Biosolids total,Recycling,Recycling,128714,2016-12-31,03 C&I core
SA,Biosolids,,Biosolids total,Other disposal,Disposal,0,2016-12-31,09 Total
SA,Biosolids,,Biosolids total,Recycling,Recycling,128714,2016-12-31,09 Total
SA,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,0,2016-12-31,02 C&D
SA,Hazardous wastes,,Hazwaste total,Landfill,Disposal,114334,2016-12-31,02 C&D
SA,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,0,2016-12-31,02 C&D
SA,Hazardous wastes,,Hazwaste total,Recycling,Recycling,2507,2016-12-31,02 C&D
SA,Hazardous wastes,,Hazwaste total,Treatment,Disposal,502,2016-12-31,02 C&D
SA,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,0,2016-12-31,02 C&D
SA,Hazardous wastes,,Hazwaste total,Treatment,Recycling,2000,2016-12-31,02 C&D
SA,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,17565,2016-12-31,03 C&I core
SA,Hazardous wastes,,Hazwaste total,Landfill,Disposal,92865,2016-12-31,03 C&I core
SA,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,3463,2016-12-31,03 C&I core
SA,Hazardous wastes,,Hazwaste total,Recycling,Recycling,89861,2016-12-31,03 C&I core
SA,Hazardous wastes,,Hazwaste total,Treatment,Disposal,13907,2016-12-31,03 C&I core
SA,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,2995,2016-12-31,03 C&I core
SA,Hazardous wastes,,Hazwaste total,Treatment,Recycling,18275,2016-12-31,03 C&I core
SA,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,17565,2016-12-31,09 Total
SA,Hazardous wastes,,Hazwaste total,Landfill,Disposal,207199,2016-12-31,09 Total
SA,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,3463,2016-12-31,09 Total
SA,Hazardous wastes,,Hazwaste total,Recycling,Recycling,92368,2016-12-31,09 Total
SA,Hazardous wastes,,Hazwaste total,Treatment,Disposal,14409,2016-12-31,09 Total
SA,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,2995,2016-12-31,09 Total
SA,Hazardous wastes,,Hazwaste total,Treatment,Recycling,20276,2016-12-31,09 Total
SA,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2016-12-31,02 C&D
SA,Total,,All other waste total,Landfill,Disposal,138580,2016-12-31,02 C&D
SA,Total,,All other waste total,Landfill,Energy recovery,3222,2016-12-31,02 C&D
SA,Total,,All other waste total,Recycling,Recycling,1239389,2016-12-31,02 C&D
SA,Total,,All other waste total,Energy from waste facility,Energy recovery,65790,2016-12-31,03 C&I core
SA,Total,,All other waste total,Landfill,Disposal,83080,2016-12-31,03 C&I core
SA,Total,,All other waste total,Landfill,Energy recovery,14773,2016-12-31,03 C&I core
SA,Total,,All other waste total,Recycling,Recycling,1257537,2016-12-31,03 C&I core
SA,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2016-12-31,01 MSW
SA,Total,,All other waste total,Landfill,Disposal,319118,2016-12-31,01 MSW
SA,Total,,All other waste total,Landfill,Energy recovery,68882,2016-12-31,01 MSW
SA,Total,,All other waste total,Recycling,Recycling,456374,2016-12-31,01 MSW
SA,Total,,All other waste total,Energy from waste facility,Energy recovery,65790,2016-12-31,09 Total
SA,Total,,All other waste total,Landfill,Disposal,540778,2016-12-31,09 Total
SA,Total,,All other waste total,Landfill,Energy recovery,86877,2016-12-31,09 Total
SA,Total,,All other waste total,Recycling,Recycling,2953300,2016-12-31,09 Total
Tas,Biosolids,,Biosolids total,Other disposal,Disposal,2214,2016-12-31,03 C&I core
Tas,Biosolids,,Biosolids total,Recycling,Recycling,49893,2016-12-31,03 C&I core
Tas,Biosolids,,Biosolids total,Other disposal,Disposal,2214,2016-12-31,09 Total
Tas,Biosolids,,Biosolids total,Recycling,Recycling,49893,2016-12-31,09 Total
Tas,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,0,2016-12-31,02 C&D
Tas,Hazardous wastes,,Hazwaste total,Landfill,Disposal,11295,2016-12-31,02 C&D
Tas,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,0,2016-12-31,02 C&D
Tas,Hazardous wastes,,Hazwaste total,Recycling,Recycling,72,2016-12-31,02 C&D
Tas,Hazardous wastes,,Hazwaste total,Treatment,Disposal,18,2016-12-31,02 C&D
Tas,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,0,2016-12-31,02 C&D
Tas,Hazardous wastes,,Hazwaste total,Treatment,Recycling,58,2016-12-31,02 C&D
Tas,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,2830,2016-12-31,03 C&I core
Tas,Hazardous wastes,,Hazwaste total,Landfill,Disposal,95715,2016-12-31,03 C&I core
Tas,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,42,2016-12-31,03 C&I core
Tas,Hazardous wastes,,Hazwaste total,Recycling,Recycling,262571,2016-12-31,03 C&I core
Tas,Hazardous wastes,,Hazwaste total,Treatment,Disposal,3648,2016-12-31,03 C&I core
Tas,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,50,2016-12-31,03 C&I core
Tas,Hazardous wastes,,Hazwaste total,Treatment,Recycling,20439,2016-12-31,03 C&I core
Tas,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,2830,2016-12-31,09 Total
Tas,Hazardous wastes,,Hazwaste total,Landfill,Disposal,107009,2016-12-31,09 Total
Tas,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,42,2016-12-31,09 Total
Tas,Hazardous wastes,,Hazwaste total,Recycling,Recycling,262643,2016-12-31,09 Total
Tas,Hazardous wastes,,Hazwaste total,Treatment,Disposal,3666,2016-12-31,09 Total
Tas,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,50,2016-12-31,09 Total
Tas,Hazardous wastes,,Hazwaste total,Treatment,Recycling,20496,2016-12-31,09 Total
Tas,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2016-12-31,02 C&D
Tas,Total,,All other waste total,Landfill,Disposal,32649,2016-12-31,02 C&D
Tas,Total,,All other waste total,Landfill,Energy recovery,281,2016-12-31,02 C&D
Tas,Total,,All other waste total,Recycling,Recycling,500,2016-12-31,02 C&D
Tas,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2016-12-31,03 C&I core
Tas,Total,,All other waste total,Landfill,Disposal,195179,2016-12-31,03 C&I core
Tas,Total,,All other waste total,Landfill,Energy recovery,20188,2016-12-31,03 C&I core
Tas,Total,,All other waste total,Recycling,Recycling,164478,2016-12-31,03 C&I core
Tas,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2016-12-31,01 MSW
Tas,Total,,All other waste total,Landfill,Disposal,150557,2016-12-31,01 MSW
Tas,Total,,All other waste total,Landfill,Energy recovery,23676,2016-12-31,01 MSW
Tas,Total,,All other waste total,Recycling,Recycling,58500,2016-12-31,01 MSW
Tas,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2016-12-31,09 Total
Tas,Total,,All other waste total,Landfill,Disposal,378385,2016-12-31,09 Total
Tas,Total,,All other waste total,Landfill,Energy recovery,44145,2016-12-31,09 Total
Tas,Total,,All other waste total,Recycling,Recycling,223478,2016-12-31,09 Total
Vic,Ash,,Ash waste total,Other disposal,Long-term storage,1182697,2016-12-31,04 C&I (electricity generation)
Vic,Ash,,Ash waste total,Recycling,Recycling,0,2016-12-31,04 C&I (electricity generation)
Vic,Ash,,Ash waste total,Other disposal,Long-term storage,1182697,2016-12-31,09 Total
Vic,Ash,,Ash waste total,Recycling,Recycling,0,2016-12-31,09 Total
Vic,Biosolids,,Biosolids total,Other disposal,Disposal,60206,2016-12-31,03 C&I core
Vic,Biosolids,,Biosolids total,Recycling,Recycling,395198,2016-12-31,03 C&I core
Vic,Biosolids,,Biosolids total,Other disposal,Disposal,60206,2016-12-31,09 Total
Vic,Biosolids,,Biosolids total,Recycling,Recycling,395198,2016-12-31,09 Total
Vic,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,0,2016-12-31,02 C&D
Vic,Hazardous wastes,,Hazwaste total,Landfill,Disposal,287180,2016-12-31,02 C&D
Vic,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,39,2016-12-31,02 C&D
Vic,Hazardous wastes,,Hazwaste total,Recycling,Recycling,10203,2016-12-31,02 C&D
Vic,Hazardous wastes,,Hazwaste total,Treatment,Disposal,2407,2016-12-31,02 C&D
Vic,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,0,2016-12-31,02 C&D
Vic,Hazardous wastes,,Hazwaste total,Treatment,Recycling,9382,2016-12-31,02 C&D
Vic,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,32263,2016-12-31,03 C&I core
Vic,Hazardous wastes,,Hazwaste total,Landfill,Disposal,227344,2016-12-31,03 C&I core
Vic,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,6331,2016-12-31,03 C&I core
Vic,Hazardous wastes,,Hazwaste total,Recycling,Recycling,305685,2016-12-31,03 C&I core
Vic,Hazardous wastes,,Hazwaste total,Treatment,Disposal,51328,2016-12-31,03 C&I core
Vic,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,6700,2016-12-31,03 C&I core
Vic,Hazardous wastes,,Hazwaste total,Treatment,Recycling,71917,2016-12-31,03 C&I core
Vic,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,32263,2016-12-31,09 Total
Vic,Hazardous wastes,,Hazwaste total,Landfill,Disposal,514524,2016-12-31,09 Total
Vic,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,6370,2016-12-31,09 Total
Vic,Hazardous wastes,,Hazwaste total,Recycling,Recycling,315888,2016-12-31,09 Total
Vic,Hazardous wastes,,Hazwaste total,Treatment,Disposal,53735,2016-12-31,09 Total
Vic,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,6700,2016-12-31,09 Total
Vic,Hazardous wastes,,Hazwaste total,Treatment,Recycling,81299,2016-12-31,09 Total
Vic,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2016-12-31,02 C&D
Vic,Total,,All other waste total,Landfill,Disposal,948463,2016-12-31,02 C&D
Vic,Total,,All other waste total,Landfill,Energy recovery,15436,2016-12-31,02 C&D
Vic,Total,,All other waste total,Recycling,Recycling,4283582,2016-12-31,02 C&D
Vic,Total,,All other waste total,Energy from waste facility,Energy recovery,8120,2016-12-31,03 C&I core
Vic,Total,,All other waste total,Landfill,Disposal,1232567,2016-12-31,03 C&I core
Vic,Total,,All other waste total,Landfill,Energy recovery,220781,2016-12-31,03 C&I core
Vic,Total,,All other waste total,Recycling,Recycling,2779230,2016-12-31,03 C&I core
Vic,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2016-12-31,01 MSW
Vic,Total,,All other waste total,Landfill,Disposal,1348670,2016-12-31,01 MSW
Vic,Total,,All other waste total,Landfill,Energy recovery,436655,2016-12-31,01 MSW
Vic,Total,,All other waste total,Recycling,Recycling,1208339,2016-12-31,01 MSW
Vic,Total,,All other waste total,Energy from waste facility,Energy recovery,8120,2016-12-31,09 Total
Vic,Total,,All other waste total,Landfill,Disposal,3529700,2016-12-31,09 Total
Vic,Total,,All other waste total,Landfill,Energy recovery,672872,2016-12-31,09 Total
Vic,Total,,All other waste total,Recycling,Recycling,8271152,2016-12-31,09 Total
WA,Ash,,Ash waste total,Other disposal,Long-term storage,338619,2016-12-31,04 C&I (electricity generation)
WA,Ash,,Ash waste total,Recycling,Recycling,683205,2016-12-31,04 C&I (electricity generation)
WA,Ash,,Ash waste total,Other disposal,Long-term storage,338619,2016-12-31,09 Total
WA,Ash,,Ash waste total,Recycling,Recycling,683205,2016-12-31,09 Total
WA,Biosolids,,Biosolids total,Other disposal,Disposal,21098,2016-12-31,03 C&I core
WA,Biosolids,,Biosolids total,Recycling,Recycling,97121,2016-12-31,03 C&I core
WA,Biosolids,,Biosolids total,Other disposal,Disposal,21098,2016-12-31,09 Total
WA,Biosolids,,Biosolids total,Recycling,Recycling,97121,2016-12-31,09 Total
WA,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,0,2016-12-31,02 C&D
WA,Hazardous wastes,,Hazwaste total,Landfill,Disposal,21420,2016-12-31,02 C&D
WA,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,0,2016-12-31,02 C&D
WA,Hazardous wastes,,Hazwaste total,Recycling,Recycling,42,2016-12-31,02 C&D
WA,Hazardous wastes,,Hazwaste total,Treatment,Disposal,1939,2016-12-31,02 C&D
WA,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,0,2016-12-31,02 C&D
WA,Hazardous wastes,,Hazwaste total,Treatment,Recycling,7754,2016-12-31,02 C&D
WA,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,12724,2016-12-31,03 C&I core
WA,Hazardous wastes,,Hazwaste total,Landfill,Disposal,75181,2016-12-31,03 C&I core
WA,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,2652,2016-12-31,03 C&I core
WA,Hazardous wastes,,Hazwaste total,Recycling,Recycling,333596,2016-12-31,03 C&I core
WA,Hazardous wastes,,Hazwaste total,Treatment,Disposal,91342,2016-12-31,03 C&I core
WA,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,15103,2016-12-31,03 C&I core
WA,Hazardous wastes,,Hazwaste total,Treatment,Recycling,93495,2016-12-31,03 C&I core
WA,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,12724,2016-12-31,09 Total
WA,Hazardous wastes,,Hazwaste total,Landfill,Disposal,96602,2016-12-31,09 Total
WA,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,2652,2016-12-31,09 Total
WA,Hazardous wastes,,Hazwaste total,Recycling,Recycling,333639,2016-12-31,09 Total
WA,Hazardous wastes,,Hazwaste total,Treatment,Disposal,93281,2016-12-31,09 Total
WA,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,15103,2016-12-31,09 Total
WA,Hazardous wastes,,Hazwaste total,Treatment,Recycling,101249,2016-12-31,09 Total
WA,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2016-12-31,02 C&D
WA,Total,,All other waste total,Landfill,Disposal,672981,2016-12-31,02 C&D
WA,Total,,All other waste total,Landfill,Energy recovery,3688,2016-12-31,02 C&D
WA,Total,,All other waste total,Recycling,Recycling,1207105,2016-12-31,02 C&D
WA,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2016-12-31,03 C&I core
WA,Total,,All other waste total,Landfill,Disposal,781993,2016-12-31,03 C&I core
WA,Total,,All other waste total,Landfill,Energy recovery,50196,2016-12-31,03 C&I core
WA,Total,,All other waste total,Recycling,Recycling,674899,2016-12-31,03 C&I core
WA,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2016-12-31,01 MSW
WA,Total,,All other waste total,Landfill,Disposal,1018189,2016-12-31,01 MSW
WA,Total,,All other waste total,Landfill,Energy recovery,98170,2016-12-31,01 MSW
WA,Total,,All other waste total,Recycling,Recycling,528640,2016-12-31,01 MSW
WA,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2016-12-31,09 Total
WA,Total,,All other waste total,Landfill,Disposal,2473163,2016-12-31,09 Total
WA,Total,,All other waste total,Landfill,Energy recovery,152054,2016-12-31,09 Total
WA,Total,,All other waste total,Recycling,Recycling,2410643,2016-12-31,09 Total
ACT,Biosolids,,Biosolids total,Other disposal,Disposal,20369,2015-12-31,03 C&I core
ACT,Biosolids,,Biosolids total,Recycling,Recycling,0,2015-12-31,03 C&I core
ACT,Biosolids,,Biosolids total,Other disposal,Disposal,20369,2015-12-31,09 Total
ACT,Biosolids,,Biosolids total,Recycling,Recycling,0,2015-12-31,09 Total
ACT,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,0,2015-12-31,02 C&D
ACT,Hazardous wastes,,Hazwaste total,Landfill,Disposal,3573,2015-12-31,02 C&D
ACT,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,0,2015-12-31,02 C&D
ACT,Hazardous wastes,,Hazwaste total,Recycling,Recycling,9,2015-12-31,02 C&D
ACT,Hazardous wastes,,Hazwaste total,Treatment,Disposal,3,2015-12-31,02 C&D
ACT,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,0,2015-12-31,02 C&D
ACT,Hazardous wastes,,Hazwaste total,Treatment,Recycling,8,2015-12-31,02 C&D
ACT,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,1069,2015-12-31,03 C&I core
ACT,Hazardous wastes,,Hazwaste total,Landfill,Disposal,5917,2015-12-31,03 C&I core
ACT,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,136,2015-12-31,03 C&I core
ACT,Hazardous wastes,,Hazwaste total,Recycling,Recycling,6752,2015-12-31,03 C&I core
ACT,Hazardous wastes,,Hazwaste total,Treatment,Disposal,793,2015-12-31,03 C&I core
ACT,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,132,2015-12-31,03 C&I core
ACT,Hazardous wastes,,Hazwaste total,Treatment,Recycling,1023,2015-12-31,03 C&I core
ACT,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,1069,2015-12-31,09 Total
ACT,Hazardous wastes,,Hazwaste total,Landfill,Disposal,9490,2015-12-31,09 Total
ACT,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,136,2015-12-31,09 Total
ACT,Hazardous wastes,,Hazwaste total,Recycling,Recycling,6761,2015-12-31,09 Total
ACT,Hazardous wastes,,Hazwaste total,Treatment,Disposal,797,2015-12-31,09 Total
ACT,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,132,2015-12-31,09 Total
ACT,Hazardous wastes,,Hazwaste total,Treatment,Recycling,1030,2015-12-31,09 Total
ACT,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2015-12-31,02 C&D
ACT,Total,,All other waste total,Landfill,Disposal,17866,2015-12-31,02 C&D
ACT,Total,,All other waste total,Landfill,Energy recovery,933,2015-12-31,02 C&D
ACT,Total,,All other waste total,Recycling,Recycling,185191,2015-12-31,02 C&D
ACT,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2015-12-31,03 C&I core
ACT,Total,,All other waste total,Landfill,Disposal,91138,2015-12-31,03 C&I core
ACT,Total,,All other waste total,Landfill,Energy recovery,17149,2015-12-31,03 C&I core
ACT,Total,,All other waste total,Recycling,Recycling,186019,2015-12-31,03 C&I core
ACT,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2015-12-31,01 MSW
ACT,Total,,All other waste total,Landfill,Disposal,66799,2015-12-31,01 MSW
ACT,Total,,All other waste total,Landfill,Energy recovery,18957,2015-12-31,01 MSW
ACT,Total,,All other waste total,Recycling,Recycling,107335,2015-12-31,01 MSW
ACT,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2015-12-31,09 Total
ACT,Total,,All other waste total,Landfill,Disposal,175803,2015-12-31,09 Total
ACT,Total,,All other waste total,Landfill,Energy recovery,37039,2015-12-31,09 Total
ACT,Total,,All other waste total,Recycling,Recycling,478545,2015-12-31,09 Total
NSW,Ash,,Ash waste total,Other disposal,Long-term storage,1541261,2015-12-31,04 C&I (electricity generation)
NSW,Ash,,Ash waste total,Recycling,Recycling,3777868,2015-12-31,04 C&I (electricity generation)
NSW,Ash,,Ash waste total,Other disposal,Long-term storage,1541261,2015-12-31,09 Total
NSW,Ash,,Ash waste total,Recycling,Recycling,3777868,2015-12-31,09 Total
NSW,Biosolids,,Biosolids total,Other disposal,Disposal,19648,2015-12-31,03 C&I core
NSW,Biosolids,,Biosolids total,Recycling,Recycling,365457,2015-12-31,03 C&I core
NSW,Biosolids,,Biosolids total,Other disposal,Disposal,19648,2015-12-31,09 Total
NSW,Biosolids,,Biosolids total,Recycling,Recycling,365457,2015-12-31,09 Total
NSW,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,0,2015-12-31,02 C&D
NSW,Hazardous wastes,,Hazwaste total,Landfill,Disposal,492105,2015-12-31,02 C&D
NSW,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,0,2015-12-31,02 C&D
NSW,Hazardous wastes,,Hazwaste total,Recycling,Recycling,0,2015-12-31,02 C&D
NSW,Hazardous wastes,,Hazwaste total,Treatment,Disposal,0,2015-12-31,02 C&D
NSW,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,0,2015-12-31,02 C&D
NSW,Hazardous wastes,,Hazwaste total,Treatment,Recycling,0,2015-12-31,02 C&D
NSW,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,30852,2015-12-31,03 C&I core
NSW,Hazardous wastes,,Hazwaste total,Landfill,Disposal,392180,2015-12-31,03 C&I core
NSW,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,5698,2015-12-31,03 C&I core
NSW,Hazardous wastes,,Hazwaste total,Recycling,Recycling,104459,2015-12-31,03 C&I core
NSW,Hazardous wastes,,Hazwaste total,Treatment,Disposal,115895,2015-12-31,03 C&I core
NSW,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,24821,2015-12-31,03 C&I core
NSW,Hazardous wastes,,Hazwaste total,Treatment,Recycling,164007,2015-12-31,03 C&I core
NSW,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,30852,2015-12-31,09 Total
NSW,Hazardous wastes,,Hazwaste total,Landfill,Disposal,884284,2015-12-31,09 Total
NSW,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,5698,2015-12-31,09 Total
NSW,Hazardous wastes,,Hazwaste total,Recycling,Recycling,104459,2015-12-31,09 Total
NSW,Hazardous wastes,,Hazwaste total,Treatment,Disposal,115895,2015-12-31,09 Total
NSW,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,24821,2015-12-31,09 Total
NSW,Hazardous wastes,,Hazwaste total,Treatment,Recycling,164007,2015-12-31,09 Total
NSW,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2015-12-31,02 C&D
NSW,Total,,All other waste total,Landfill,Disposal,1029711,2015-12-31,02 C&D
NSW,Total,,All other waste total,Landfill,Energy recovery,107890,2015-12-31,02 C&D
NSW,Total,,All other waste total,Recycling,Recycling,4370490,2015-12-31,02 C&D
NSW,Total,,All other waste total,Energy from waste facility,Energy recovery,30244,2015-12-31,03 C&I core
NSW,Total,,All other waste total,Landfill,Disposal,1815509,2015-12-31,03 C&I core
NSW,Total,,All other waste total,Landfill,Energy recovery,318718,2015-12-31,03 C&I core
NSW,Total,,All other waste total,Recycling,Recycling,2817527,2015-12-31,03 C&I core
NSW,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2015-12-31,01 MSW
NSW,Total,,All other waste total,Landfill,Disposal,1864042,2015-12-31,01 MSW
NSW,Total,,All other waste total,Landfill,Energy recovery,383118,2015-12-31,01 MSW
NSW,Total,,All other waste total,Recycling,Recycling,3132608,2015-12-31,01 MSW
NSW,Total,,All other waste total,Energy from waste facility,Energy recovery,30244,2015-12-31,09 Total
NSW,Total,,All other waste total,Landfill,Disposal,4709262,2015-12-31,09 Total
