Jurisdiction,Category,Type,Total type,Management,Fate,y,ds,Sub-stream
NSW,Total,,All other waste total,Landfill,Energy recovery,809726,2015-12-31,09 Total
NSW,Total,,All other waste total,Recycling,Recycling,10320625,2015-12-31,09 Total
NT,Biosolids,,Biosolids total,Other disposal,Disposal,1629,2015-12-31,03 C&I core
NT,Biosolids,,Biosolids total,Recycling,Recycling,8961,2015-12-31,03 C&I core
NT,Biosolids,,Biosolids total,Other disposal,Disposal,1629,2015-12-31,09 Total
NT,Biosolids,,Biosolids total,Recycling,Recycling,8961,2015-12-31,09 Total
NT,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,0,2015-12-31,02 C&D
NT,Hazardous wastes,,Hazwaste total,Landfill,Disposal,9386,2015-12-31,02 C&D
NT,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,0,2015-12-31,02 C&D
NT,Hazardous wastes,,Hazwaste total,Recycling,Recycling,190,2015-12-31,02 C&D
NT,Hazardous wastes,,Hazwaste total,Treatment,Disposal,38,2015-12-31,02 C&D
NT,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,0,2015-12-31,02 C&D
NT,Hazardous wastes,,Hazwaste total,Treatment,Recycling,152,2015-12-31,02 C&D
NT,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,1401,2015-12-31,03 C&I core
NT,Hazardous wastes,,Hazwaste total,Landfill,Disposal,7834,2015-12-31,03 C&I core
NT,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,30,2015-12-31,03 C&I core
NT,Hazardous wastes,,Hazwaste total,Recycling,Recycling,9996,2015-12-31,03 C&I core
NT,Hazardous wastes,,Hazwaste total,Treatment,Disposal,791,2015-12-31,03 C&I core
NT,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,403,2015-12-31,03 C&I core
NT,Hazardous wastes,,Hazwaste total,Treatment,Recycling,2400,2015-12-31,03 C&I core
NT,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,1401,2015-12-31,09 Total
NT,Hazardous wastes,,Hazwaste total,Landfill,Disposal,17219,2015-12-31,09 Total
NT,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,30,2015-12-31,09 Total
NT,Hazardous wastes,,Hazwaste total,Recycling,Recycling,10187,2015-12-31,09 Total
NT,Hazardous wastes,,Hazwaste total,Treatment,Disposal,829,2015-12-31,09 Total
NT,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,403,2015-12-31,09 Total
NT,Hazardous wastes,,Hazwaste total,Treatment,Recycling,2552,2015-12-31,09 Total
NT,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2015-12-31,02 C&D
NT,Total,,All other waste total,Landfill,Disposal,154863,2015-12-31,02 C&D
NT,Total,,All other waste total,Landfill,Energy recovery,924,2015-12-31,02 C&D
NT,Total,,All other waste total,Recycling,Recycling,0,2015-12-31,02 C&D
NT,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2015-12-31,03 C&I core
NT,Total,,All other waste total,Landfill,Disposal,47884,2015-12-31,03 C&I core
NT,Total,,All other waste total,Landfill,Energy recovery,2837,2015-12-31,03 C&I core
NT,Total,,All other waste total,Recycling,Recycling,330,2015-12-31,03 C&I core
NT,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2015-12-31,01 MSW
NT,Total,,All other waste total,Landfill,Disposal,145504,2015-12-31,01 MSW
NT,Total,,All other waste total,Landfill,Energy recovery,10283,2015-12-31,01 MSW
NT,Total,,All other waste total,Recycling,Recycling,56046,2015-12-31,01 MSW
NT,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2015-12-31,09 Total
NT,Total,,All other waste total,Landfill,Disposal,348252,2015-12-31,09 Total
NT,Total,,All other waste total,Landfill,Energy recovery,14044,2015-12-31,09 Total
NT,Total,,All other waste total,Recycling,Recycling,56377,2015-12-31,09 Total
Qld,Ash,,Ash waste total,Other disposal,Long-term storage,3519063,2015-12-31,04 C&I (electricity generation)
Qld,Ash,,Ash waste total,Recycling,Recycling,717800,2015-12-31,04 C&I (electricity generation)
Qld,Ash,,Ash waste total,Other disposal,Long-term storage,3519063,2015-12-31,09 Total
Qld,Ash,,Ash waste total,Recycling,Recycling,717800,2015-12-31,09 Total
Qld,Biosolids,,Biosolids total,Other disposal,Disposal,0,2015-12-31,03 C&I core
Qld,Biosolids,,Biosolids total,Recycling,Recycling,289333,2015-12-31,03 C&I core
Qld,Biosolids,,Biosolids total,Other disposal,Disposal,0,2015-12-31,09 Total
Qld,Biosolids,,Biosolids total,Recycling,Recycling,289333,2015-12-31,09 Total
Qld,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,0,2015-12-31,02 C&D
Qld,Hazardous wastes,,Hazwaste total,Landfill,Disposal,372997,2015-12-31,02 C&D
Qld,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,74,2015-12-31,02 C&D
Qld,Hazardous wastes,,Hazwaste total,Recycling,Recycling,9537,2015-12-31,02 C&D
Qld,Hazardous wastes,,Hazwaste total,Treatment,Disposal,47,2015-12-31,02 C&D
Qld,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,0,2015-12-31,02 C&D
Qld,Hazardous wastes,,Hazwaste total,Treatment,Recycling,0,2015-12-31,02 C&D
Qld,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,13853,2015-12-31,03 C&I core
Qld,Hazardous wastes,,Hazwaste total,Landfill,Disposal,494924,2015-12-31,03 C&I core
Qld,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,14368,2015-12-31,03 C&I core
Qld,Hazardous wastes,,Hazwaste total,Recycling,Recycling,657929,2015-12-31,03 C&I core
Qld,Hazardous wastes,,Hazwaste total,Treatment,Disposal,51008,2015-12-31,03 C&I core
Qld,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,15741,2015-12-31,03 C&I core
Qld,Hazardous wastes,,Hazwaste total,Treatment,Recycling,96748,2015-12-31,03 C&I core
Qld,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,13853,2015-12-31,09 Total
Qld,Hazardous wastes,,Hazwaste total,Landfill,Disposal,867921,2015-12-31,09 Total
Qld,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,14442,2015-12-31,09 Total
Qld,Hazardous wastes,,Hazwaste total,Recycling,Recycling,667466,2015-12-31,09 Total
Qld,Hazardous wastes,,Hazwaste total,Treatment,Disposal,51055,2015-12-31,09 Total
Qld,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,15741,2015-12-31,09 Total
Qld,Hazardous wastes,,Hazwaste total,Treatment,Recycling,96748,2015-12-31,09 Total
Qld,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2015-12-31,02 C&D
Qld,Total,,All other waste total,Landfill,Disposal,1210202,2015-12-31,02 C&D
Qld,Total,,All other waste total,Landfill,Energy recovery,7456,2015-12-31,02 C&D
Qld,Total,,All other waste total,Recycling,Recycling,1597648,2015-12-31,02 C&D
Qld,Total,,All other waste total,Energy from waste facility,Energy recovery,36284,2015-12-31,03 C&I core
Qld,Total,,All other waste total,Landfill,Disposal,1411374,2015-12-31,03 C&I core
Qld,Total,,All other waste total,Landfill,Energy recovery,85154,2015-12-31,03 C&I core
Qld,Total,,All other waste total,Recycling,Recycling,1286100,2015-12-31,03 C&I core
Qld,Total,,All other waste total,Energy from waste facility,Energy recovery,114431,2015-12-31,01 MSW
Qld,Total,,All other waste total,Landfill,Disposal,1595197,2015-12-31,01 MSW
Qld,Total,,All other waste total,Landfill,Energy recovery,114426,2015-12-31,01 MSW
Qld,Total,,All other waste total,Recycling,Recycling,749610,2015-12-31,01 MSW
Qld,Total,,All other waste total,Energy from waste facility,Energy recovery,150715,2015-12-31,09 Total
Qld,Total,,All other waste total,Landfill,Disposal,4216773,2015-12-31,09 Total
Qld,Total,,All other waste total,Landfill,Energy recovery,207036,2015-12-31,09 Total
Qld,Total,,All other waste total,Recycling,Recycling,3633358,2015-12-31,09 Total
SA,Ash,,Ash waste total,Other disposal,Long-term storage,262285,2015-12-31,04 C&I (electricity generation)
SA,Ash,,Ash waste total,Recycling,Recycling,146000,2015-12-31,04 C&I (electricity generation)
SA,Ash,,Ash waste total,Other disposal,Long-term storage,262285,2015-12-31,09 Total
SA,Ash,,Ash waste total,Recycling,Recycling,146000,2015-12-31,09 Total
SA,Biosolids,,Biosolids total,Other disposal,Disposal,0,2015-12-31,03 C&I core
SA,Biosolids,,Biosolids total,Recycling,Recycling,132857,2015-12-31,03 C&I core
SA,Biosolids,,Biosolids total,Other disposal,Disposal,0,2015-12-31,09 Total
SA,Biosolids,,Biosolids total,Recycling,Recycling,132857,2015-12-31,09 Total
SA,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,0,2015-12-31,02 C&D
SA,Hazardous wastes,,Hazwaste total,Landfill,Disposal,149871,2015-12-31,02 C&D
SA,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,0,2015-12-31,02 C&D
SA,Hazardous wastes,,Hazwaste total,Recycling,Recycling,3256,2015-12-31,02 C&D
SA,Hazardous wastes,,Hazwaste total,Treatment,Disposal,653,2015-12-31,02 C&D
SA,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,0,2015-12-31,02 C&D
SA,Hazardous wastes,,Hazwaste total,Treatment,Recycling,2598,2015-12-31,02 C&D
SA,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,17550,2015-12-31,03 C&I core
SA,Hazardous wastes,,Hazwaste total,Landfill,Disposal,127190,2015-12-31,03 C&I core
SA,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,2179,2015-12-31,03 C&I core
SA,Hazardous wastes,,Hazwaste total,Recycling,Recycling,137371,2015-12-31,03 C&I core
SA,Hazardous wastes,,Hazwaste total,Treatment,Disposal,17085,2015-12-31,03 C&I core
SA,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,1164,2015-12-31,03 C&I core
SA,Hazardous wastes,,Hazwaste total,Treatment,Recycling,16079,2015-12-31,03 C&I core
SA,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,17550,2015-12-31,09 Total
SA,Hazardous wastes,,Hazwaste total,Landfill,Disposal,277061,2015-12-31,09 Total
SA,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,2179,2015-12-31,09 Total
SA,Hazardous wastes,,Hazwaste total,Recycling,Recycling,140627,2015-12-31,09 Total
SA,Hazardous wastes,,Hazwaste total,Treatment,Disposal,17737,2015-12-31,09 Total
SA,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,1164,2015-12-31,09 Total
SA,Hazardous wastes,,Hazwaste total,Treatment,Recycling,18677,2015-12-31,09 Total
SA,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2015-12-31,02 C&D
SA,Total,,All other waste total,Landfill,Disposal,226653,2015-12-31,02 C&D
SA,Total,,All other waste total,Landfill,Energy recovery,11682,2015-12-31,02 C&D
SA,Total,,All other waste total,Recycling,Recycling,1207196,2015-12-31,02 C&D
SA,Total,,All other waste total,Energy from waste facility,Energy recovery,55000,2015-12-31,03 C&I core
SA,Total,,All other waste total,Landfill,Disposal,73218,2015-12-31,03 C&I core
SA,Total,,All other waste total,Landfill,Energy recovery,27412,2015-12-31,03 C&I core
SA,Total,,All other waste total,Recycling,Recycling,1117822,2015-12-31,03 C&I core
SA,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2015-12-31,01 MSW
SA,Total,,All other waste total,Landfill,Disposal,133184,2015-12-31,01 MSW
SA,Total,,All other waste total,Landfill,Energy recovery,57484,2015-12-31,01 MSW
SA,Total,,All other waste total,Recycling,Recycling,435382,2015-12-31,01 MSW
SA,Total,,All other waste total,Energy from waste facility,Energy recovery,55000,2015-12-31,09 Total
SA,Total,,All other waste total,Landfill,Disposal,433055,2015-12-31,09 Total
SA,Total,,All other waste total,Landfill,Energy recovery,96578,2015-12-31,09 Total
SA,Total,,All other waste total,Recycling,Recycling,2760400,2015-12-31,09 Total
Tas,Biosolids,,Biosolids total,Other disposal,Disposal,4429,2015-12-31,03 C&I core
Tas,Biosolids,,Biosolids total,Recycling,Recycling,68643,2015-12-31,03 C&I core
Tas,Biosolids,,Biosolids total,Other disposal,Disposal,4429,2015-12-31,09 Total
Tas,Biosolids,,Biosolids total,Recycling,Recycling,68643,2015-12-31,09 Total
Tas,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,0,2015-12-31,02 C&D
Tas,Hazardous wastes,,Hazwaste total,Landfill,Disposal,11981,2015-12-31,02 C&D
Tas,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,0,2015-12-31,02 C&D
Tas,Hazardous wastes,,Hazwaste total,Recycling,Recycling,89,2015-12-31,02 C&D
Tas,Hazardous wastes,,Hazwaste total,Treatment,Disposal,21,2015-12-31,02 C&D
Tas,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,0,2015-12-31,02 C&D
Tas,Hazardous wastes,,Hazwaste total,Treatment,Recycling,71,2015-12-31,02 C&D
Tas,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,2828,2015-12-31,03 C&I core
Tas,Hazardous wastes,,Hazwaste total,Landfill,Disposal,76031,2015-12-31,03 C&I core
Tas,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,58,2015-12-31,03 C&I core
Tas,Hazardous wastes,,Hazwaste total,Recycling,Recycling,204421,2015-12-31,03 C&I core
Tas,Hazardous wastes,,Hazwaste total,Treatment,Disposal,3750,2015-12-31,03 C&I core
Tas,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,93,2015-12-31,03 C&I core
Tas,Hazardous wastes,,Hazwaste total,Treatment,Recycling,16069,2015-12-31,03 C&I core
Tas,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,2828,2015-12-31,09 Total
Tas,Hazardous wastes,,Hazwaste total,Landfill,Disposal,88011,2015-12-31,09 Total
Tas,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,58,2015-12-31,09 Total
Tas,Hazardous wastes,,Hazwaste total,Recycling,Recycling,204510,2015-12-31,09 Total
Tas,Hazardous wastes,,Hazwaste total,Treatment,Disposal,3772,2015-12-31,09 Total
Tas,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,93,2015-12-31,09 Total
Tas,Hazardous wastes,,Hazwaste total,Treatment,Recycling,16140,2015-12-31,09 Total
Tas,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2015-12-31,02 C&D
Tas,Total,,All other waste total,Landfill,Disposal,33191,2015-12-31,02 C&D
Tas,Total,,All other waste total,Landfill,Energy recovery,409,2015-12-31,02 C&D
Tas,Total,,All other waste total,Recycling,Recycling,0,2015-12-31,02 C&D
Tas,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2015-12-31,03 C&I core
Tas,Total,,All other waste total,Landfill,Disposal,183437,2015-12-31,03 C&I core
Tas,Total,,All other waste total,Landfill,Energy recovery,25532,2015-12-31,03 C&I core
Tas,Total,,All other waste total,Recycling,Recycling,89409,2015-12-31,03 C&I core
Tas,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2015-12-31,01 MSW
Tas,Total,,All other waste total,Landfill,Disposal,156418,2015-12-31,01 MSW
Tas,Total,,All other waste total,Landfill,Energy recovery,28371,2015-12-31,01 MSW
Tas,Total,,All other waste total,Recycling,Recycling,67467,2015-12-31,01 MSW
Tas,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2015-12-31,09 Total
Tas,Total,,All other waste total,Landfill,Disposal,373047,2015-12-31,09 Total
Tas,Total,,All other waste total,Landfill,Energy recovery,54311,2015-12-31,09 Total
Tas,Total,,All other waste total,Recycling,Recycling,156876,2015-12-31,09 Total
Vic,Ash,,Ash waste total,Other disposal,Long-term storage,1256667,2015-12-31,04 C&I (electricity generation)
Vic,Ash,,Ash waste total,Recycling,Recycling,0,2015-12-31,04 C&I (electricity generation)
Vic,Ash,,Ash waste total,Other disposal,Long-term storage,1256667,2015-12-31,09 Total
Vic,Ash,,Ash waste total,Recycling,Recycling,0,2015-12-31,09 Total
Vic,Biosolids,,Biosolids total,Other disposal,Disposal,115586,2015-12-31,03 C&I core
Vic,Biosolids,,Biosolids total,Recycling,Recycling,312510,2015-12-31,03 C&I core
Vic,Biosolids,,Biosolids total,Other disposal,Disposal,115586,2015-12-31,09 Total
Vic,Biosolids,,Biosolids total,Recycling,Recycling,312510,2015-12-31,09 Total
Vic,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,0,2015-12-31,02 C&D
Vic,Hazardous wastes,,Hazwaste total,Landfill,Disposal,279315,2015-12-31,02 C&D
Vic,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,31,2015-12-31,02 C&D
Vic,Hazardous wastes,,Hazwaste total,Recycling,Recycling,10361,2015-12-31,02 C&D
Vic,Hazardous wastes,,Hazwaste total,Treatment,Disposal,2432,2015-12-31,02 C&D
Vic,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,0,2015-12-31,02 C&D
Vic,Hazardous wastes,,Hazwaste total,Treatment,Recycling,9533,2015-12-31,02 C&D
Vic,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,31568,2015-12-31,03 C&I core
Vic,Hazardous wastes,,Hazwaste total,Landfill,Disposal,210206,2015-12-31,03 C&I core
Vic,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,5126,2015-12-31,03 C&I core
Vic,Hazardous wastes,,Hazwaste total,Recycling,Recycling,280160,2015-12-31,03 C&I core
Vic,Hazardous wastes,,Hazwaste total,Treatment,Disposal,45504,2015-12-31,03 C&I core
Vic,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,6849,2015-12-31,03 C&I core
Vic,Hazardous wastes,,Hazwaste total,Treatment,Recycling,70474,2015-12-31,03 C&I core
Vic,Hazardous wastes,,Hazwaste total,Energy from waste facility,Energy recovery,31568,2015-12-31,09 Total
Vic,Hazardous wastes,,Hazwaste total,Landfill,Disposal,489521,2015-12-31,09 Total
Vic,Hazardous wastes,,Hazwaste total,Other disposal,Disposal,5157,2015-12-31,09 Total
Vic,Hazardous wastes,,Hazwaste total,Recycling,Recycling,290521,2015-12-31,09 Total
Vic,Hazardous wastes,,Hazwaste total,Treatment,Disposal,47936,2015-12-31,09 Total
Vic,Hazardous wastes,,Hazwaste total,Treatment,Energy recovery,6849,2015-12-31,09 Total
Vic,Hazardous wastes,,Hazwaste total,Treatment,Recycling,80008,2015-12-31,09 Total
Vic,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2015-12-31,02 C&D
Vic,Total,,All other waste total,Landfill,Disposal,889035,2015-12-31,02 C&D
Vic,Total,,All other waste total,Landfill,Energy recovery,19190,2015-12-31,02 C&D
Vic,Total,,All other waste total,Recycling,Recycling,3625303,2015-12-31,02 C&D
Vic,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2015-12-31,03 C&I core
Vic,Total,,All other waste total,Landfill,Disposal,1118034,2015-12-31,03 C&I core
Vic,Total,,All other waste total,Landfill,Energy recovery,244303,2015-12-31,03 C&I core
Vic,Total,,All other waste total,Recycling,Recycling,2713240,2015-12-31,03 C&I core
Vic,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2015-12-31,01 MSW
Vic,Total,,All other waste total,Landfill,Disposal,1377991,2015-12-31,01 MSW
Vic,Total,,All other waste total,Landfill,Energy recovery,474433,2015-12-31,01 MSW
Vic,Total,,All other waste total,Recycling,Recycling,1242332,2015-12-31,01 MSW
Vic,Total,,All other waste total,Energy from waste facility,Energy recovery,0,2015-12-31,09 Total
Vic,Total,,All other waste total,Landfill,Disposal,3385060,2015-12-31,09 Total
Vic,Total,,All other waste total,Landfill,Energy recovery,737925,2015-12-31,09 Total
Vic,Total,,All other waste total,Recycling,Recycling,7580875,2015-12-31,09 Total
WA,Ash,,Ash waste total,Other disposal,Long-term storage,295157,2015-12-31,04 C&I (electricity generation)
WA,Ash,,Ash waste total,Recycling,Recycling,723476,2015-12-31,04 C&I (electricity generation)
WA,Ash,,Ash waste total,Other disposal,Long-term storage,295157,2015-12-31,09 Total
