Jurisdiction,Category,Type,Management,Fate,y,Sub_stream_name,Year
3,3,21,3,0,0,0,2015
3,3,21,3,1,0,0,2015
3,3,21,1,0,50099,2,2015
3,3,21,2,0,28,2,2015
3,3,21,3,0,784,2,2015
3,3,21,3,1,0,2,2015
3,3,21,1,0,50099,4,2015
3,3,21,2,0,28,4,2015
3,3,21,3,0,784,4,2015
3,3,21,3,1,0,4,2015
3,3,22,1,0,0,0,2015
3,3,22,2,0,0,0,2015
3,3,22,3,0,0,0,2015
3,3,22,3,1,0,0,2015
3,3,22,1,0,1567,2,2015
3,3,22,2,0,9,2,2015
3,3,22,3,0,63,2,2015
3,3,22,3,1,0,2,2015
3,3,22,1,0,1567,4,2015
3,3,22,2,0,9,4,2015
3,3,22,3,0,63,4,2015
3,3,22,3,1,0,4,2015
3,3,23,1,0,0,0,2015
3,3,23,2,0,0,0,2015
3,3,23,3,0,0,0,2015
3,3,23,3,1,0,0,2015
3,3,23,1,0,212,2,2015
3,3,23,2,0,8,2,2015
3,3,23,3,0,69,2,2015
3,3,23,3,1,0,2,2015
3,3,23,1,0,212,4,2015
3,3,23,2,0,8,4,2015
3,3,23,3,0,69,4,2015
3,3,23,3,1,0,4,2015
3,3,26,1,0,0,0,2015
3,3,26,2,0,0,0,2015
3,3,26,3,0,0,0,2015
3,3,26,3,1,0,0,2015
3,3,26,1,0,77518,2,2015
3,3,26,2,0,99,2,2015
3,3,26,3,0,9699,2,2015
3,3,26,3,1,0,2,2015
3,3,26,1,0,77518,4,2015
3,3,26,2,0,99,4,2015
3,3,26,3,0,9699,4,2015
3,3,26,3,1,0,4,2015
3,3,27,1,0,0,0,2015
3,3,27,2,0,0,0,2015
3,3,27,3,0,0,0,2015
3,3,27,3,1,0,0,2015
3,3,27,1,0,3602,2,2015
3,3,27,2,0,3856,2,2015
3,3,27,3,0,3318,2,2015
3,3,27,3,1,1106,2,2015
3,3,27,1,0,3602,4,2015
3,3,27,2,0,3856,4,2015
3,3,27,3,0,3318,4,2015
3,3,27,3,1,1106,4,2015
3,3,28,1,0,0,0,2015
3,3,28,2,0,0,0,2015
3,3,28,3,0,0,0,2015
3,3,28,3,1,0,0,2015
3,3,28,1,0,150,2,2015
3,3,28,2,0,0,2,2015
3,3,28,3,0,175,2,2015
3,3,28,3,1,0,2,2015
3,3,28,1,0,150,4,2015
3,3,28,2,0,0,4,2015
3,3,28,3,0,175,4,2015
3,3,28,3,1,0,4,2015
3,3,30,1,0,0,0,2015
3,3,30,2,0,0,0,2015
3,3,30,3,0,0,0,2015
3,3,30,3,1,0,0,2015
3,3,30,1,0,4410,2,2015
3,3,30,2,0,33,2,2015
3,3,30,3,0,123,2,2015
3,3,30,3,1,0,2,2015
3,3,30,1,0,4410,4,2015
3,3,30,2,0,33,4,2015
3,3,30,3,0,123,4,2015
3,3,30,3,1,0,4,2015
3,3,35,1,0,0,0,2015
3,3,35,2,0,0,0,2015
3,3,35,3,0,0,0,2015
3,3,35,3,1,0,0,2015
3,3,35,1,0,18,2,2015
3,3,35,2,0,1,2,2015
3,3,35,3,0,6,2,2015
3,3,35,3,1,0,2,2015
3,3,35,1,0,18,4,2015
3,3,35,2,0,1,4,2015
3,3,35,3,0,6,4,2015
3,3,35,3,1,0,4,2015
3,3,40,1,0,0,0,2015
3,3,40,2,0,0,0,2015
3,3,40,3,0,0,0,2015
3,3,40,3,1,0,0,2015
3,3,40,0,1,13853,2,2015
3,3,40,1,0,64455,2,2015
3,3,40,2,0,0,2,2015
3,3,40,3,0,0,2,2015
3,3,40,3,1,0,2,2015
3,3,40,0,1,13853,4,2015
3,3,40,1,0,64455,4,2015
3,3,40,2,0,0,4,2015
3,3,40,3,0,0,4,2015
3,3,40,3,1,0,4,2015
3,5,10,0,1,0,0,2015
3,5,10,1,0,0,0,2015
3,5,10,1,1,0,0,2015
3,5,10,0,1,0,2,2015
3,5,10,1,0,287595,2,2015
3,5,10,1,1,39058,2,2015
3,5,10,0,1,0,3,2015
3,5,10,1,0,526821,3,2015
3,5,10,1,1,71547,3,2015
3,5,10,0,1,0,4,2015
3,5,10,1,0,814416,4,2015
3,5,10,1,1,110606,4,2015
3,5,12,0,1,0,0,2015
3,5,12,1,0,23524,0,2015
3,5,12,1,1,829,0,2015
3,5,12,0,1,0,2,2015
3,5,12,1,0,58703,2,2015
3,5,12,1,1,2070,2,2015
3,5,12,0,1,114431,3,2015
3,5,12,1,0,272481,3,2015
3,5,12,1,1,9607,3,2015
3,5,12,0,1,114431,4,2015
3,5,12,1,0,354708,4,2015
3,5,12,1,1,12506,4,2015
3,5,24,0,1,0,0,2015
3,5,24,1,0,0,0,2015
3,5,24,1,1,0,0,2015
3,5,24,0,1,0,2,2015
3,5,24,1,0,0,2,2015
3,5,24,1,1,0,2,2015
3,5,24,0,1,0,3,2015
3,5,24,1,0,65643,3,2015
3,5,24,1,1,2742,3,2015
3,5,24,0,1,0,4,2015
3,5,24,1,0,65643,4,2015
3,5,24,1,1,2742,4,2015
3,5,39,0,1,0,0,2015
3,5,39,1,0,70728,0,2015
3,5,39,1,1,2332,0,2015
3,5,39,0,1,36284,2,2015
3,5,39,1,0,183853,2,2015
3,5,39,1,1,6061,2,2015
3,5,39,0,1,0,3,2015
3,5,39,1,0,16551,3,2015
3,5,39,1,1,546,3,2015
3,5,39,0,1,36284,4,2015
3,5,39,1,0,271132,4,2015
3,5,39,1,1,8939,4,2015
4,0,4,2,2,262285,1,2015
4,0,4,2,2,262285,4,2015
4,1,6,2,0,0,2,2015
4,1,6,2,0,0,4,2015
4,3,0,1,0,0,0,2015
4,3,0,2,0,0,0,2015
4,3,0,3,0,0,0,2015
4,3,0,3,1,0,0,2015
4,3,0,1,0,38,2,2015
4,3,0,2,0,0,2,2015
4,3,0,3,0,196,2,2015
4,3,0,3,1,0,2,2015
4,3,0,1,0,38,4,2015
4,3,0,2,0,0,4,2015
4,3,0,3,0,196,4,2015
4,3,0,3,1,0,4,2015
4,3,1,1,0,0,0,2015
4,3,1,2,0,0,0,2015
4,3,1,3,0,0,0,2015
4,3,1,3,1,0,0,2015
4,3,1,1,0,3785,2,2015
4,3,1,2,0,86,2,2015
4,3,1,3,0,504,2,2015
4,3,1,3,1,0,2,2015
4,3,1,1,0,3785,4,2015
4,3,1,2,0,86,4,2015
4,3,1,3,0,504,4,2015
4,3,1,3,1,0,4,2015
4,3,3,1,0,7836,0,2015
4,3,3,2,0,0,0,2015
4,3,3,3,0,3,0,2015
4,3,3,3,1,0,0,2015
4,3,3,1,0,6675,2,2015
4,3,3,2,0,0,2,2015
4,3,3,3,0,3,2,2015
4,3,3,3,1,0,2,2015
4,3,3,1,0,14511,4,2015
4,3,3,2,0,0,4,2015
4,3,3,3,0,6,4,2015
4,3,3,3,1,0,4,2015
4,3,8,1,0,0,0,2015
4,3,8,2,0,0,0,2015
4,3,8,3,0,0,0,2015
4,3,8,3,1,0,0,2015
4,3,8,1,0,2278,2,2015
4,3,8,2,0,1824,2,2015
4,3,8,3,0,1637,2,2015
4,3,8,3,1,0,2,2015
4,3,8,1,0,2278,4,2015
4,3,8,2,0,1824,4,2015
4,3,8,3,0,1637,4,2015
4,3,8,3,1,0,4,2015
4,3,9,1,0,142035,0,2015
4,3,9,2,0,0,0,2015
4,3,9,3,0,649,0,2015
4,3,9,3,1,0,0,2015
4,3,9,1,0,55236,2,2015
4,3,9,2,0,0,2,2015
4,3,9,3,0,253,2,2015
4,3,9,3,1,0,2,2015
4,3,9,1,0,197271,4,2015
4,3,9,2,0,0,4,2015
4,3,9,3,0,902,4,2015
4,3,9,3,1,0,4,2015
4,3,11,1,0,0,0,2015
4,3,11,2,0,0,0,2015
4,3,11,3,0,0,0,2015
4,3,11,3,1,0,0,2015
4,3,11,1,0,1751,2,2015
4,3,11,2,0,15,2,2015
4,3,11,3,0,5000,2,2015
4,3,11,3,1,0,2,2015
4,3,11,1,0,1751,4,2015
4,3,11,2,0,15,4,2015
4,3,11,3,0,5000,4,2015
4,3,11,3,1,0,4,2015
4,3,14,1,0,0,0,2015
4,3,14,2,0,0,0,2015
4,3,14,3,0,0,0,2015
4,3,14,3,1,0,0,2015
4,3,14,1,0,11596,2,2015
4,3,14,2,0,1,2,2015
4,3,14,3,0,305,2,2015
4,3,14,3,1,0,2,2015
4,3,14,1,0,11596,4,2015
4,3,14,2,0,1,4,2015
4,3,14,3,0,305,4,2015
4,3,14,3,1,0,4,2015
4,3,18,1,0,0,0,2015
4,3,18,2,0,0,0,2015
4,3,18,3,0,0,0,2015
4,3,18,3,1,0,0,2015
4,3,18,1,0,469,2,2015
4,3,18,2,0,8,2,2015
4,3,18,3,0,0,2,2015
4,3,18,3,1,819,2,2015
4,3,18,1,0,469,4,2015
4,3,18,2,0,8,4,2015
4,3,18,3,0,0,4,2015
4,3,18,3,1,819,4,2015
4,3,19,1,0,0,0,2015
4,3,19,2,0,0,0,2015
4,3,19,3,0,0,0,2015
4,3,19,3,1,0,0,2015
4,3,19,1,0,1331,2,2015
4,3,19,2,0,4,2,2015
4,3,19,3,0,777,2,2015
4,3,19,3,1,43,2,2015
4,3,19,1,0,1331,4,2015
4,3,19,2,0,4,4,2015
4,3,19,3,0,777,4,2015
4,3,19,3,1,43,4,2015
4,3,20,1,0,0,0,2015
4,3,20,2,0,0,0,2015
4,3,20,3,0,0,0,2015
4,3,20,3,1,0,0,2015
4,3,20,1,0,1,2,2015
4,3,20,2,0,11,2,2015
4,3,20,3,0,147,2,2015
4,3,20,3,1,16,2,2015
4,3,20,1,0,1,4,2015
4,3,20,2,0,11,4,2015
4,3,20,3,0,147,4,2015
4,3,20,3,1,16,4,2015
4,3,21,1,0,0,0,2015
4,3,21,2,0,0,0,2015
4,3,21,3,0,0,0,2015
4,3,21,3,1,0,0,2015
4,3,21,1,0,0,2,2015
4,3,21,2,0,0,2,2015
4,3,21,3,0,0,2,2015
4,3,21,3,1,0,2,2015
4,3,21,1,0,0,4,2015
4,3,21,2,0,0,4,2015
4,3,21,3,0,0,4,2015
4,3,21,3,1,0,4,2015
4,3,22,1,0,0,0,2015
4,3,22,2,0,0,0,2015
4,3,22,3,0,0,0,2015
4,3,22,3,1,0,0,2015
4,3,22,1,0,0,2,2015
4,3,22,2,0,0,2,2015
4,3,22,3,0,0,2,2015
4,3,22,3,1,0,2,2015
4,3,22,1,0,0,4,2015
4,3,22,2,0,0,4,2015
4,3,22,3,0,0,4,2015
4,3,22,3,1,0,4,2015
4,3,23,1,0,0,0,2015
4,3,23,2,0,0,0,2015
4,3,23,3,0,0,0,2015
4,3,23,3,1,0,0,2015
4,3,23,1,0,43,2,2015
4,3,23,2,0,2,2,2015
4,3,23,3,0,311,2,2015
4,3,23,3,1,0,2,2015
4,3,23,1,0,43,4,2015
4,3,23,2,0,2,4,2015
4,3,23,3,0,311,4,2015
4,3,23,3,1,0,4,2015
4,3,26,1,0,0,0,2015
4,3,26,2,0,0,0,2015
4,3,26,3,0,0,0,2015
4,3,26,3,1,0,0,2015
4,3,26,1,0,32261,2,2015
4,3,26,2,0,34,2,2015
4,3,26,3,0,6813,2,2015
4,3,26,3,1,0,2,2015
4,3,26,1,0,32261,4,2015
4,3,26,2,0,34,4,2015
4,3,26,3,0,6813,4,2015
4,3,26,3,1,0,4,2015
4,3,27,1,0,0,0,2015
4,3,27,2,0,0,0,2015
4,3,27,3,0,0,0,2015
4,3,27,3,1,0,0,2015
4,3,27,1,0,177,2,2015
4,3,27,2,0,191,2,2015
4,3,27,3,0,857,2,2015
4,3,27,3,1,286,2,2015
4,3,27,1,0,177,4,2015
4,3,27,2,0,191,4,2015
4,3,27,3,0,857,4,2015
4,3,27,3,1,286,4,2015
4,3,28,1,0,0,0,2015
4,3,28,2,0,0,0,2015
4,3,28,3,0,0,0,2015
4,3,28,3,1,0,0,2015
4,3,28,1,0,35,2,2015
4,3,28,2,0,1,2,2015
4,3,28,3,0,128,2,2015
4,3,28,3,1,0,2,2015
4,3,28,1,0,35,4,2015
4,3,28,2,0,1,4,2015
4,3,28,3,0,128,4,2015
4,3,28,3,1,0,4,2015
4,3,30,1,0,0,0,2015
4,3,30,2,0,0,0,2015
4,3,30,3,0,0,0,2015
4,3,30,3,1,0,0,2015
4,3,30,1,0,120,2,2015
4,3,30,2,0,1,2,2015
4,3,30,3,0,131,2,2015
4,3,30,3,1,0,2,2015
4,3,30,1,0,120,4,2015
4,3,30,2,0,1,4,2015
4,3,30,3,0,131,4,2015
4,3,30,3,1,0,4,2015
4,3,35,1,0,0,0,2015
4,3,35,2,0,0,0,2015
4,3,35,3,0,0,0,2015
4,3,35,3,1,0,0,2015
4,3,35,1,0,3,2,2015
4,3,35,2,0,0,2,2015
4,3,35,3,0,22,2,2015
4,3,35,3,1,0,2,2015
4,3,35,1,0,3,4,2015
4,3,35,2,0,0,4,2015
4,3,35,3,0,22,4,2015
4,3,35,3,1,0,4,2015
4,3,40,1,0,0,0,2015
4,3,40,2,0,0,0,2015
4,3,40,3,0,0,0,2015
4,3,40,3,1,0,0,2015
4,3,40,0,1,17550,2,2015
4,3,40,1,0,11392,2,2015
4,3,40,2,0,0,2,2015
4,3,40,3,0,0,2,2015
4,3,40,3,1,0,2,2015
4,3,40,0,1,17550,4,2015
4,3,40,1,0,11392,4,2015
4,3,40,2,0,0,4,2015
4,3,40,3,0,0,4,2015
4,3,40,3,1,0,4,2015
4,5,10,0,1,0,0,2015
4,5,10,1,0,0,0,2015
4,5,10,1,1,0,0,2015
4,5,10,0,1,0,2,2015
4,5,10,1,0,20826,2,2015
4,5,10,1,1,15433,2,2015
4,5,10,0,1,0,3,2015
4,5,10,1,0,53167,3,2015
4,5,10,1,1,39399,3,2015
4,5,10,0,1,0,4,2015
4,5,10,1,0,73993,4,2015
4,5,10,1,1,54832,4,2015
4,5,12,0,1,0,0,2015
4,5,12,1,0,11250,0,2015
4,5,12,1,1,1521,0,2015
4,5,12,0,1,0,2,2015
4,5,12,1,0,4580,2,2015
4,5,12,1,1,619,2,2015
4,5,12,0,1,0,3,2015
4,5,12,1,0,13097,3,2015
4,5,12,1,1,1770,3,2015
4,5,12,0,1,0,4,2015
4,5,12,1,0,28927,4,2015
4,5,12,1,1,3910,4,2015
4,5,24,0,1,0,0,2015
4,5,24,1,0,417,0,2015
4,5,24,1,1,69,0,2015
4,5,24,0,1,0,2,2015
4,5,24,1,0,1877,2,2015
4,5,24,1,1,309,2,2015
4,5,24,0,1,0,3,2015
4,5,24,1,0,9827,3,2015
4,5,24,1,1,1618,3,2015
4,5,24,0,1,0,4,2015
4,5,24,1,0,12121,4,2015
4,5,24,1,1,1996,4,2015
4,5,39,0,1,0,0,2015
4,5,39,1,0,47434,0,2015
4,5,39,1,1,5799,0,2015
4,5,39,0,1,33000,2,2015
4,5,39,1,0,8014,2,2015
4,5,39,1,1,980,2,2015
4,5,39,0,1,0,3,2015
4,5,39,1,0,2720,3,2015
4,5,39,1,1,333,3,2015
4,5,39,0,1,33000,4,2015
4,5,39,1,0,58168,4,2015
4,5,39,1,1,7112,4,2015
5,1,6,2,0,4429,2,2015
5,1,6,2,0,4429,4,2015
5,3,0,1,0,0,0,2015
5,3,0,2,0,0,0,2015
5,3,0,3,0,0,0,2015
5,3,0,3,1,0,0,2015
5,3,0,1,0,0,2,2015
5,3,0,2,0,0,2,2015
5,3,0,3,0,1,2,2015
5,3,0,3,1,0,2,2015
5,3,0,1,0,0,4,2015
5,3,0,2,0,0,4,2015
5,3,0,3,0,1,4,2015
5,3,0,3,1,0,4,2015
5,3,1,1,0,0,0,2015
5,3,1,2,0,0,0,2015
5,3,1,3,0,0,0,2015
5,3,1,3,1,0,0,2015
5,3,1,1,0,0,2,2015
5,3,1,2,0,0,2,2015
5,3,1,3,0,0,2,2015
5,3,1,3,1,0,2,2015
5,3,1,1,0,0,4,2015
5,3,1,2,0,0,4,2015
5,3,1,3,0,0,4,2015
5,3,1,3,1,0,4,2015
5,3,3,1,0,8105,0,2015
5,3,3,2,0,0,0,2015
5,3,3,3,0,3,0,2015
5,3,3,3,1,0,0,2015
5,3,3,1,0,6904,2,2015
5,3,3,2,0,0,2,2015
5,3,3,3,0,3,2,2015
5,3,3,3,1,0,2,2015
5,3,3,1,0,15009,4,2015
5,3,3,2,0,0,4,2015
5,3,3,3,0,6,4,2015
5,3,3,3,1,0,4,2015
5,3,8,1,0,0,0,2015
5,3,8,2,0,0,0,2015
5,3,8,3,0,0,0,2015
5,3,8,3,1,0,0,2015
5,3,8,1,0,7,2,2015
5,3,8,2,0,6,2,2015
5,3,8,3,0,5,2,2015
5,3,8,3,1,0,2,2015
5,3,8,1,0,7,4,2015
5,3,8,2,0,6,4,2015
5,3,8,3,0,5,4,2015
5,3,8,3,1,0,4,2015
5,3,9,1,0,3876,0,2015
5,3,9,2,0,0,0,2015
5,3,9,3,0,18,0,2015
5,3,9,3,1,0,0,2015
5,3,9,1,0,1507,2,2015
5,3,9,2,0,0,2,2015
5,3,9,3,0,7,2,2015
5,3,9,3,1,0,2,2015
5,3,9,1,0,5383,4,2015
5,3,9,2,0,0,4,2015
5,3,9,3,0,25,4,2015
5,3,9,3,1,0,4,2015
5,3,11,1,0,0,0,2015
5,3,11,2,0,0,0,2015
5,3,11,3,0,0,0,2015
5,3,11,3,1,0,0,2015
5,3,11,1,0,534,2,2015
5,3,11,2,0,5,2,2015
5,3,11,3,0,1524,2,2015
5,3,11,3,1,0,2,2015
5,3,11,1,0,534,4,2015
5,3,11,2,0,5,4,2015
5,3,11,3,0,1524,4,2015
5,3,11,3,1,0,4,2015
5,3,14,1,0,0,0,2015
5,3,14,2,0,0,0,2015
5,3,14,3,0,0,0,2015
5,3,14,3,1,0,0,2015
5,3,14,1,0,60768,2,2015
5,3,14,2,0,4,2,2015
5,3,14,3,0,1599,2,2015
5,3,14,3,1,0,2,2015
5,3,14,1,0,60768,4,2015
5,3,14,2,0,4,4,2015
5,3,14,3,0,1599,4,2015
5,3,14,3,1,0,4,2015
5,3,18,1,0,0,0,2015
5,3,18,2,0,0,0,2015
5,3,18,3,0,0,0,2015
5,3,18,3,1,0,0,2015
5,3,18,1,0,17,2,2015
5,3,18,2,0,0,2,2015
5,3,18,3,0,0,2,2015
5,3,18,3,1,30,2,2015
5,3,18,1,0,17,4,2015
5,3,18,2,0,0,4,2015
5,3,18,3,0,0,4,2015
5,3,18,3,1,30,4,2015
5,3,19,1,0,0,0,2015
5,3,19,2,0,0,0,2015
5,3,19,3,0,0,0,2015
5,3,19,3,1,0,0,2015
5,3,19,1,0,18,2,2015
5,3,19,2,0,0,2,2015
5,3,19,3,0,11,2,2015
5,3,19,3,1,1,2,2015
5,3,19,1,0,18,4,2015
5,3,19,2,0,0,4,2015
5,3,19,3,0,11,4,2015
5,3,19,3,1,1,4,2015
5,3,20,1,0,0,0,2015
5,3,20,2,0,0,0,2015
5,3,20,3,0,0,0,2015
5,3,20,3,1,0,0,2015
5,3,20,1,0,3,2,2015
5,3,20,2,0,42,2,2015
5,3,20,3,0,549,2,2015
5,3,20,3,1,61,2,2015
5,3,20,1,0,3,4,2015
5,3,20,2,0,42,4,2015
5,3,20,3,0,549,4,2015
5,3,20,3,1,61,4,2015
5,3,21,1,0,0,0,2015
5,3,21,2,0,0,0,2015
5,3,21,3,0,0,0,2015
5,3,21,3,1,0,0,2015
5,3,21,1,0,0,2,2015
5,3,21,2,0,0,2,2015
5,3,21,3,0,0,2,2015
5,3,21,3,1,0,2,2015
5,3,21,1,0,0,4,2015
5,3,21,2,0,0,4,2015
5,3,21,3,0,0,4,2015
5,3,21,3,1,0,4,2015
5,3,22,1,0,0,0,2015
5,3,22,2,0,0,0,2015
5,3,22,3,0,0,0,2015
5,3,22,3,1,0,0,2015
5,3,22,1,0,0,2,2015
5,3,22,2,0,0,2,2015
5,3,22,3,0,0,2,2015
5,3,22,3,1,0,2,2015
5,3,22,1,0,0,4,2015
5,3,22,2,0,0,4,2015
5,3,22,3,0,0,4,2015
5,3,22,3,1,0,4,2015
5,3,23,1,0,0,0,2015
5,3,23,2,0,0,0,2015
5,3,23,3,0,0,0,2015
5,3,23,3,1,0,0,2015
5,3,23,1,0,2,2,2015
5,3,23,2,0,0,2,2015
5,3,23,3,0,14,2,2015
5,3,23,3,1,0,2,2015
5,3,23,1,0,2,4,2015
5,3,23,2,0,0,4,2015
5,3,23,3,0,14,4,2015
5,3,23,3,1,0,4,2015
5,3,26,1,0,0,0,2015
5,3,26,2,0,0,0,2015
5,3,26,3,0,0,0,2015
5,3,26,3,1,0,0,2015
5,3,26,1,0,60,2,2015
5,3,26,2,0,0,2,2015
5,3,26,3,0,13,2,2015
5,3,26,3,1,0,2,2015
5,3,26,1,0,60,4,2015
5,3,26,2,0,0,4,2015
5,3,26,3,0,13,4,2015
5,3,26,3,1,0,4,2015
5,3,27,1,0,0,0,2015
5,3,27,2,0,0,0,2015
5,3,27,3,0,0,0,2015
5,3,27,3,1,0,0,2015
5,3,27,1,0,1,2,2015
5,3,27,2,0,1,2,2015
5,3,27,3,0,6,2,2015
5,3,27,3,1,2,2,2015
5,3,27,1,0,1,4,2015
5,3,27,2,0,1,4,2015
5,3,27,3,0,6,4,2015
5,3,27,3,1,2,4,2015
5,3,28,1,0,0,0,2015
5,3,28,2,0,0,0,2015
5,3,28,3,0,0,0,2015
5,3,28,3,1,0,0,2015
5,3,28,1,0,3,2,2015
5,3,28,2,0,0,2,2015
5,3,28,3,0,11,2,2015
5,3,28,3,1,0,2,2015
5,3,28,1,0,3,4,2015
5,3,28,2,0,0,4,2015
5,3,28,3,0,11,4,2015
5,3,28,3,1,0,4,2015
5,3,30,1,0,0,0,2015
5,3,30,2,0,0,0,2015
5,3,30,3,0,0,0,2015
5,3,30,3,1,0,0,2015
5,3,30,1,0,0,2,2015
5,3,30,2,0,0,2,2015
5,3,30,3,0,0,2,2015
5,3,30,3,1,0,2,2015
5,3,30,1,0,0,4,2015
5,3,30,2,0,0,4,2015
5,3,30,3,0,0,4,2015
5,3,30,3,1,0,4,2015
5,3,35,1,0,0,0,2015
5,3,35,2,0,0,0,2015
5,3,35,3,0,0,0,2015
5,3,35,3,1,0,0,2015
5,3,35,1,0,1,2,2015
5,3,35,2,0,0,2,2015
5,3,35,3,0,9,2,2015
5,3,35,3,1,0,2,2015
5,3,35,1,0,1,4,2015
5,3,35,2,0,0,4,2015
5,3,35,3,0,9,4,2015
5,3,35,3,1,0,4,2015
5,3,40,1,0,0,0,2015
5,3,40,2,0,0,0,2015
5,3,40,3,0,0,0,2015
5,3,40,3,1,0,0,2015
5,3,40,0,1,2828,2,2015
5,3,40,1,0,6205,2,2015
5,3,40,2,0,0,2,2015
5,3,40,3,0,0,2,2015
5,3,40,3,1,0,2,2015
5,3,40,0,1,2828,4,2015
5,3,40,1,0,6205,4,2015
5,3,40,2,0,0,4,2015
5,3,40,3,0,0,4,2015
5,3,40,3,1,0,4,2015
5,5,10,0,1,0,0,2015
5,5,10,1,0,0,0,2015
5,5,10,1,1,0,0,2015
5,5,10,0,1,0,2,2015
5,5,10,1,0,32863,2,2015
5,5,10,1,1,12750,2,2015
5,5,10,0,1,0,3,2015
5,5,10,1,0,46598,3,2015
5,5,10,1,1,18079,3,2015
5,5,10,0,1,0,4,2015
5,5,10,1,0,79460,4,2015
5,5,10,1,1,30828,4,2015
5,5,12,0,1,0,0,2015
5,5,12,1,0,613,0,2015
5,5,12,1,1,59,0,2015
5,5,12,0,1,0,2,2015
5,5,12,1,0,7740,2,2015
5,5,12,1,1,746,2,2015
5,5,12,0,1,0,3,2015
5,5,12,1,0,27811,3,2015
5,5,12,1,1,2679,3,2015
5,5,12,0,1,0,4,2015
5,5,12,1,0,36164,4,2015
5,5,12,1,1,3484,4,2015
5,5,24,0,1,0,0,2015
5,5,24,1,0,0,0,2015
5,5,24,1,1,0,0,2015
5,5,24,0,1,0,2,2015
5,5,24,1,0,0,2,2015
5,5,24,1,1,0,2,2015
5,5,24,0,1,0,3,2015
5,5,24,1,0,6528,3,2015
5,5,24,1,1,863,3,2015
5,5,24,0,1,0,4,2015
5,5,24,1,0,6528,4,2015
5,5,24,1,1,863,4,2015
5,5,39,0,1,0,0,2015
5,5,39,1,0,1913,0,2015
5,5,39,1,1,103,0,2015
5,5,39,0,1,0,2,2015
5,5,39,1,0,25171,2,2015
5,5,39,1,1,1348,2,2015
5,5,39,0,1,0,3,2015
5,5,39,1,0,1754,3,2015
5,5,39,1,1,94,3,2015
5,5,39,0,1,0,4,2015
5,5,39,1,0,28838,4,2015
5,5,39,1,1,1545,4,2015
6,0,4,2,2,1256667,1,2015
6,0,4,2,2,1256667,4,2015
6,1,6,2,0,115586,2,2015
6,1,6,2,0,115586,4,2015
6,3,0,1,0,0,0,2015
6,3,0,2,0,0,0,2015
6,3,0,3,0,0,0,2015
6,3,0,3,1,0,0,2015
6,3,0,1,0,0,2,2015
6,3,0,2,0,0,2,2015
6,3,0,3,0,11965,2,2015
6,3,0,3,1,0,2,2015
6,3,0,1,0,0,4,2015
6,3,0,2,0,0,4,2015
6,3,0,3,0,11965,4,2015
6,3,0,3,1,0,4,2015
6,3,1,1,0,0,0,2015
6,3,1,2,0,0,0,2015
6,3,1,3,0,0,0,2015
6,3,1,3,1,0,0,2015
6,3,1,1,0,6,2,2015
6,3,1,2,0,0,2,2015
6,3,1,3,0,3358,2,2015
6,3,1,3,1,0,2,2015
6,3,1,1,0,6,4,2015
6,3,1,2,0,0,4,2015
6,3,1,3,0,3358,4,2015
6,3,1,3,1,0,4,2015
6,3,3,1,0,43138,0,2015
6,3,3,2,0,31,0,2015
6,3,3,3,0,48,0,2015
6,3,3,3,1,0,0,2015
6,3,3,1,0,36748,2,2015
6,3,3,2,0,26,2,2015
6,3,3,3,0,41,2,2015
6,3,3,3,1,0,2,2015
6,3,3,1,0,79886,4,2015
6,3,3,2,0,57,4,2015
6,3,3,3,0,90,4,2015
6,3,3,3,1,0,4,2015
6,3,8,1,0,0,0,2015
6,3,8,2,0,0,0,2015
6,3,8,3,0,0,0,2015
6,3,8,3,1,0,0,2015
6,3,8,1,0,0,2,2015
6,3,8,2,0,4962,2,2015
6,3,8,3,0,7257,2,2015
6,3,8,3,1,0,2,2015
6,3,8,1,0,0,4,2015
6,3,8,2,0,4962,4,2015
6,3,8,3,0,7257,4,2015
6,3,8,3,1,0,4,2015
6,3,9,1,0,236176,0,2015
6,3,9,2,0,0,0,2015
6,3,9,3,0,2383,0,2015
6,3,9,3,1,0,0,2015
6,3,9,1,0,91846,2,2015
6,3,9,2,0,0,2,2015
6,3,9,3,0,927,2,2015
6,3,9,3,1,0,2,2015
6,3,9,1,0,328023,4,2015
6,3,9,2,0,0,4,2015
6,3,9,3,0,3310,4,2015
6,3,9,3,1,0,4,2015
6,3,11,1,0,0,0,2015
6,3,11,2,0,0,0,2015
6,3,11,3,0,0,0,2015
6,3,11,3,1,0,0,2015
6,3,11,1,0,121,2,2015
6,3,11,2,0,0,2,2015
6,3,11,3,0,13346,2,2015
6,3,11,3,1,0,2,2015
6,3,11,1,0,121,4,2015
6,3,11,2,0,0,4,2015
6,3,11,3,0,13346,4,2015
6,3,11,3,1,0,4,2015
6,3,14,1,0,0,0,2015
6,3,14,2,0,0,0,2015
6,3,14,3,0,0,0,2015
6,3,14,3,1,0,0,2015
6,3,14,1,0,3584,2,2015
6,3,14,2,0,0,2,2015
6,3,14,3,0,466,2,2015
6,3,14,3,1,0,2,2015
6,3,14,1,0,3584,4,2015
6,3,14,2,0,0,4,2015
6,3,14,3,0,466,4,2015
6,3,14,3,1,0,4,2015
6,3,18,1,0,0,0,2015
6,3,18,2,0,0,0,2015
6,3,18,3,0,0,0,2015
6,3,18,3,1,0,0,2015
6,3,18,1,0,32,2,2015
