Jurisdiction,Category,Type,Management,Fate,y,ds,Sub-stream
ACT,"Textiles, leather & rubber (excl. tyres)",Textiles,Recycling,Recycling,0,2014-12-31,1
ACT,Unclassified materials,Unclassified materials,Recycling,Recycling,0,2014-12-31,2
ACT,Unclassified materials,Unclassified materials,Recycling,Recycling,0,2014-12-31,3
ACT,Unclassified materials,Unclassified materials,Recycling,Recycling,0,2014-12-31,1
NSW,Ash,Ash,Other disposal,Long-term storage,1126465,2014-12-31,4
NSW,Ash,Ash,Recycling,Recycling,4477646,2014-12-31,4
NSW,Biosolids,Biosolids,Other disposal,Disposal,53139,2014-12-31,3
NSW,Biosolids,Biosolids,Recycling,Recycling,353708,2014-12-31,3
NSW,Hazardous wastes,Acids (B),Landfill,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,Acids (B),Other disposal,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,Acids (B),Recycling,Recycling,0,2014-12-31,2
NSW,Hazardous wastes,Acids (B),Treatment,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,Acids (B),Treatment,Energy recovery,0,2014-12-31,2
NSW,Hazardous wastes,Acids (B),Treatment,Recycling,0,2014-12-31,2
NSW,Hazardous wastes,Acids (B),Landfill,Disposal,0,2014-12-31,3
NSW,Hazardous wastes,Acids (B),Other disposal,Disposal,0,2014-12-31,3
NSW,Hazardous wastes,Acids (B),Recycling,Recycling,0,2014-12-31,3
NSW,Hazardous wastes,Acids (B),Treatment,Disposal,6096,2014-12-31,3
NSW,Hazardous wastes,Acids (B),Treatment,Energy recovery,0,2014-12-31,3
NSW,Hazardous wastes,Acids (B),Treatment,Recycling,9145,2014-12-31,3
NSW,Hazardous wastes,Alkalis (C),Landfill,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,Alkalis (C),Other disposal,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,Alkalis (C),Recycling,Recycling,0,2014-12-31,2
NSW,Hazardous wastes,Alkalis (C),Treatment,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,Alkalis (C),Treatment,Energy recovery,0,2014-12-31,2
NSW,Hazardous wastes,Alkalis (C),Treatment,Recycling,0,2014-12-31,2
NSW,Hazardous wastes,Alkalis (C),Landfill,Disposal,0,2014-12-31,3
NSW,Hazardous wastes,Alkalis (C),Other disposal,Disposal,0,2014-12-31,3
NSW,Hazardous wastes,Alkalis (C),Recycling,Recycling,0,2014-12-31,3
NSW,Hazardous wastes,Alkalis (C),Treatment,Disposal,3329,2014-12-31,3
NSW,Hazardous wastes,Alkalis (C),Treatment,Energy recovery,0,2014-12-31,3
NSW,Hazardous wastes,Alkalis (C),Treatment,Recycling,3329,2014-12-31,3
NSW,Hazardous wastes,Asbestos (N220),Landfill,Disposal,226800,2014-12-31,2
NSW,Hazardous wastes,Asbestos (N220),Other disposal,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,Asbestos (N220),Recycling,Recycling,0,2014-12-31,2
NSW,Hazardous wastes,Asbestos (N220),Treatment,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,Asbestos (N220),Treatment,Energy recovery,0,2014-12-31,2
NSW,Hazardous wastes,Asbestos (N220),Treatment,Recycling,0,2014-12-31,2
NSW,Hazardous wastes,Asbestos (N220),Landfill,Disposal,193200,2014-12-31,3
NSW,Hazardous wastes,Asbestos (N220),Other disposal,Disposal,0,2014-12-31,3
NSW,Hazardous wastes,Asbestos (N220),Recycling,Recycling,0,2014-12-31,3
NSW,Hazardous wastes,Asbestos (N220),Treatment,Disposal,0,2014-12-31,3
NSW,Hazardous wastes,Asbestos (N220),Treatment,Energy recovery,0,2014-12-31,3
NSW,Hazardous wastes,Asbestos (N220),Treatment,Recycling,0,2014-12-31,3
NSW,Hazardous wastes,Clinical and pharmaceutical (R),Landfill,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,Clinical and pharmaceutical (R),Other disposal,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,Clinical and pharmaceutical (R),Recycling,Recycling,0,2014-12-31,2
NSW,Hazardous wastes,Clinical and pharmaceutical (R),Treatment,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,Clinical and pharmaceutical (R),Treatment,Energy recovery,0,2014-12-31,2
NSW,Hazardous wastes,Clinical and pharmaceutical (R),Treatment,Recycling,0,2014-12-31,2
NSW,Hazardous wastes,Clinical and pharmaceutical (R),Landfill,Disposal,0,2014-12-31,3
NSW,Hazardous wastes,Clinical and pharmaceutical (R),Other disposal,Disposal,5218,2014-12-31,3
NSW,Hazardous wastes,Clinical and pharmaceutical (R),Recycling,Recycling,0,2014-12-31,3
NSW,Hazardous wastes,Clinical and pharmaceutical (R),Treatment,Disposal,18146,2014-12-31,3
NSW,Hazardous wastes,Clinical and pharmaceutical (R),Treatment,Energy recovery,0,2014-12-31,3
NSW,Hazardous wastes,Clinical and pharmaceutical (R),Treatment,Recycling,0,2014-12-31,3
NSW,Hazardous wastes,Contaminated soils (N120),Landfill,Disposal,399816,2014-12-31,2
NSW,Hazardous wastes,Contaminated soils (N120),Other disposal,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,Contaminated soils (N120),Recycling,Recycling,0,2014-12-31,2
NSW,Hazardous wastes,Contaminated soils (N120),Treatment,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,Contaminated soils (N120),Treatment,Energy recovery,0,2014-12-31,2
NSW,Hazardous wastes,Contaminated soils (N120),Treatment,Recycling,0,2014-12-31,2
NSW,Hazardous wastes,Contaminated soils (N120),Landfill,Disposal,155484,2014-12-31,3
NSW,Hazardous wastes,Contaminated soils (N120),Other disposal,Disposal,0,2014-12-31,3
NSW,Hazardous wastes,Contaminated soils (N120),Recycling,Recycling,0,2014-12-31,3
NSW,Hazardous wastes,Contaminated soils (N120),Treatment,Disposal,0,2014-12-31,3
NSW,Hazardous wastes,Contaminated soils (N120),Treatment,Energy recovery,0,2014-12-31,3
NSW,Hazardous wastes,Contaminated soils (N120),Treatment,Recycling,0,2014-12-31,3
NSW,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Landfill,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Other disposal,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Recycling,Recycling,0,2014-12-31,2
NSW,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Treatment,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Treatment,Energy recovery,0,2014-12-31,2
NSW,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Treatment,Recycling,0,2014-12-31,2
NSW,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Landfill,Disposal,0,2014-12-31,3
NSW,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Other disposal,Disposal,0,2014-12-31,3
NSW,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Recycling,Recycling,1550,2014-12-31,3
NSW,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Treatment,Disposal,73568,2014-12-31,3
NSW,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Treatment,Energy recovery,0,2014-12-31,3
NSW,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Treatment,Recycling,73568,2014-12-31,3
NSW,Hazardous wastes,Inorganic chemicals (D),Landfill,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,Inorganic chemicals (D),Other disposal,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,Inorganic chemicals (D),Recycling,Recycling,0,2014-12-31,2
NSW,Hazardous wastes,Inorganic chemicals (D),Treatment,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,Inorganic chemicals (D),Treatment,Energy recovery,0,2014-12-31,2
NSW,Hazardous wastes,Inorganic chemicals (D),Treatment,Recycling,0,2014-12-31,2
NSW,Hazardous wastes,Inorganic chemicals (D),Landfill,Disposal,18732,2014-12-31,3
NSW,Hazardous wastes,Inorganic chemicals (D),Other disposal,Disposal,0,2014-12-31,3
NSW,Hazardous wastes,Inorganic chemicals (D),Recycling,Recycling,38202,2014-12-31,3
NSW,Hazardous wastes,Inorganic chemicals (D),Treatment,Disposal,4765,2014-12-31,3
NSW,Hazardous wastes,Inorganic chemicals (D),Treatment,Energy recovery,0,2014-12-31,3
NSW,Hazardous wastes,Inorganic chemicals (D),Treatment,Recycling,42881,2014-12-31,3
NSW,Hazardous wastes,Oils (J),Landfill,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,Oils (J),Other disposal,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,Oils (J),Recycling,Recycling,0,2014-12-31,2
NSW,Hazardous wastes,Oils (J),Treatment,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,Oils (J),Treatment,Energy recovery,0,2014-12-31,2
NSW,Hazardous wastes,Oils (J),Treatment,Recycling,0,2014-12-31,2
NSW,Hazardous wastes,Oils (J),Landfill,Disposal,0,2014-12-31,3
NSW,Hazardous wastes,Oils (J),Other disposal,Disposal,0,2014-12-31,3
NSW,Hazardous wastes,Oils (J),Recycling,Recycling,149161,2014-12-31,3
NSW,Hazardous wastes,Oils (J),Treatment,Disposal,0,2014-12-31,3
NSW,Hazardous wastes,Oils (J),Treatment,Energy recovery,7101,2014-12-31,3
NSW,Hazardous wastes,Oils (J),Treatment,Recycling,28404,2014-12-31,3
NSW,Hazardous wastes,Organic chemicals (M),Landfill,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,Organic chemicals (M),Other disposal,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,Organic chemicals (M),Recycling,Recycling,0,2014-12-31,2
NSW,Hazardous wastes,Organic chemicals (M),Treatment,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,Organic chemicals (M),Treatment,Energy recovery,0,2014-12-31,2
NSW,Hazardous wastes,Organic chemicals (M),Treatment,Recycling,0,2014-12-31,2
NSW,Hazardous wastes,Organic chemicals (M),Landfill,Disposal,0,2014-12-31,3
NSW,Hazardous wastes,Organic chemicals (M),Other disposal,Disposal,0,2014-12-31,3
NSW,Hazardous wastes,Organic chemicals (M),Recycling,Recycling,0,2014-12-31,3
NSW,Hazardous wastes,Organic chemicals (M),Treatment,Disposal,16007,2014-12-31,3
NSW,Hazardous wastes,Organic chemicals (M),Treatment,Energy recovery,889,2014-12-31,3
NSW,Hazardous wastes,Organic chemicals (M),Treatment,Recycling,889,2014-12-31,3
NSW,Hazardous wastes,Organic solvents (G),Landfill,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,Organic solvents (G),Other disposal,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,Organic solvents (G),Recycling,Recycling,0,2014-12-31,2
NSW,Hazardous wastes,Organic solvents (G),Treatment,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,Organic solvents (G),Treatment,Energy recovery,0,2014-12-31,2
NSW,Hazardous wastes,Organic solvents (G),Treatment,Recycling,0,2014-12-31,2
NSW,Hazardous wastes,Organic solvents (G),Landfill,Disposal,0,2014-12-31,3
NSW,Hazardous wastes,Organic solvents (G),Other disposal,Disposal,0,2014-12-31,3
NSW,Hazardous wastes,Organic solvents (G),Recycling,Recycling,682,2014-12-31,3
NSW,Hazardous wastes,Organic solvents (G),Treatment,Disposal,8803,2014-12-31,3
NSW,Hazardous wastes,Organic solvents (G),Treatment,Energy recovery,978,2014-12-31,3
NSW,Hazardous wastes,Organic solvents (G),Treatment,Recycling,0,2014-12-31,3
NSW,Hazardous wastes,Other,Landfill,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,Other,Other disposal,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,Other,Recycling,Recycling,0,2014-12-31,2
NSW,Hazardous wastes,Other,Treatment,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,Other,Treatment,Energy recovery,0,2014-12-31,2
NSW,Hazardous wastes,Other,Treatment,Recycling,0,2014-12-31,2
NSW,Hazardous wastes,Other,Landfill,Disposal,12392,2014-12-31,3
NSW,Hazardous wastes,Other,Other disposal,Disposal,39,2014-12-31,3
NSW,Hazardous wastes,Other,Recycling,Recycling,649,2014-12-31,3
NSW,Hazardous wastes,Other,Treatment,Disposal,839,2014-12-31,3
NSW,Hazardous wastes,Other,Treatment,Energy recovery,0,2014-12-31,3
NSW,Hazardous wastes,Other,Treatment,Recycling,0,2014-12-31,3
NSW,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Landfill,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Other disposal,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Recycling,Recycling,0,2014-12-31,2
NSW,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Treatment,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Treatment,Energy recovery,0,2014-12-31,2
NSW,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Treatment,Recycling,0,2014-12-31,2
NSW,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Landfill,Disposal,0,2014-12-31,3
NSW,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Other disposal,Disposal,0,2014-12-31,3
NSW,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Recycling,Recycling,0,2014-12-31,3
NSW,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Treatment,Disposal,0,2014-12-31,3
NSW,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Treatment,Energy recovery,0,2014-12-31,3
NSW,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Treatment,Recycling,0,2014-12-31,3
NSW,Hazardous wastes,Other miscellaneous (other T),Landfill,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,Other miscellaneous (other T),Other disposal,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,Other miscellaneous (other T),Recycling,Recycling,0,2014-12-31,2
NSW,Hazardous wastes,Other miscellaneous (other T),Treatment,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,Other miscellaneous (other T),Treatment,Energy recovery,0,2014-12-31,2
NSW,Hazardous wastes,Other miscellaneous (other T),Treatment,Recycling,0,2014-12-31,2
NSW,Hazardous wastes,Other miscellaneous (other T),Landfill,Disposal,0,2014-12-31,3
NSW,Hazardous wastes,Other miscellaneous (other T),Other disposal,Disposal,0,2014-12-31,3
NSW,Hazardous wastes,Other miscellaneous (other T),Recycling,Recycling,17,2014-12-31,3
NSW,Hazardous wastes,Other miscellaneous (other T),Treatment,Disposal,2774,2014-12-31,3
NSW,Hazardous wastes,Other miscellaneous (other T),Treatment,Energy recovery,0,2014-12-31,3
NSW,Hazardous wastes,Other miscellaneous (other T),Treatment,Recycling,0,2014-12-31,3
NSW,Hazardous wastes,Other soil/sludges (other N),Landfill,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,Other soil/sludges (other N),Other disposal,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,Other soil/sludges (other N),Recycling,Recycling,0,2014-12-31,2
NSW,Hazardous wastes,Other soil/sludges (other N),Treatment,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,Other soil/sludges (other N),Treatment,Energy recovery,0,2014-12-31,2
NSW,Hazardous wastes,Other soil/sludges (other N),Treatment,Recycling,0,2014-12-31,2
NSW,Hazardous wastes,Other soil/sludges (other N),Landfill,Disposal,32657,2014-12-31,3
NSW,Hazardous wastes,Other soil/sludges (other N),Other disposal,Disposal,0,2014-12-31,3
NSW,Hazardous wastes,Other soil/sludges (other N),Recycling,Recycling,11041,2014-12-31,3
NSW,Hazardous wastes,Other soil/sludges (other N),Treatment,Disposal,12426,2014-12-31,3
NSW,Hazardous wastes,Other soil/sludges (other N),Treatment,Energy recovery,0,2014-12-31,3
NSW,Hazardous wastes,Other soil/sludges (other N),Treatment,Recycling,5325,2014-12-31,3
NSW,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Landfill,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Other disposal,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Recycling,Recycling,0,2014-12-31,2
NSW,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Energy recovery,0,2014-12-31,2
NSW,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Recycling,0,2014-12-31,2
NSW,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Landfill,Disposal,0,2014-12-31,3
NSW,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Other disposal,Disposal,5,2014-12-31,3
NSW,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Recycling,Recycling,27,2014-12-31,3
NSW,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Disposal,9926,2014-12-31,3
NSW,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Energy recovery,3309,2014-12-31,3
NSW,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Recycling,3309,2014-12-31,3
NSW,Hazardous wastes,Pesticides (H),Landfill,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,Pesticides (H),Other disposal,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,Pesticides (H),Recycling,Recycling,0,2014-12-31,2
NSW,Hazardous wastes,Pesticides (H),Treatment,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,Pesticides (H),Treatment,Energy recovery,0,2014-12-31,2
NSW,Hazardous wastes,Pesticides (H),Treatment,Recycling,0,2014-12-31,2
NSW,Hazardous wastes,Pesticides (H),Landfill,Disposal,0,2014-12-31,3
NSW,Hazardous wastes,Pesticides (H),Other disposal,Disposal,0,2014-12-31,3
NSW,Hazardous wastes,Pesticides (H),Recycling,Recycling,0,2014-12-31,3
NSW,Hazardous wastes,Pesticides (H),Treatment,Disposal,658,2014-12-31,3
NSW,Hazardous wastes,Pesticides (H),Treatment,Energy recovery,0,2014-12-31,3
NSW,Hazardous wastes,Pesticides (H),Treatment,Recycling,0,2014-12-31,3
NSW,Hazardous wastes,Plating and heat treatment (A),Landfill,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,Plating and heat treatment (A),Other disposal,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,Plating and heat treatment (A),Recycling,Recycling,0,2014-12-31,2
NSW,Hazardous wastes,Plating and heat treatment (A),Treatment,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,Plating and heat treatment (A),Treatment,Energy recovery,0,2014-12-31,2
NSW,Hazardous wastes,Plating and heat treatment (A),Treatment,Recycling,0,2014-12-31,2
NSW,Hazardous wastes,Plating and heat treatment (A),Landfill,Disposal,0,2014-12-31,3
NSW,Hazardous wastes,Plating and heat treatment (A),Other disposal,Disposal,0,2014-12-31,3
NSW,Hazardous wastes,Plating and heat treatment (A),Recycling,Recycling,0,2014-12-31,3
NSW,Hazardous wastes,Plating and heat treatment (A),Treatment,Disposal,39,2014-12-31,3
NSW,Hazardous wastes,Plating and heat treatment (A),Treatment,Energy recovery,0,2014-12-31,3
NSW,Hazardous wastes,Plating and heat treatment (A),Treatment,Recycling,0,2014-12-31,3
NSW,Hazardous wastes,Reactive chemicals (E),Landfill,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,Reactive chemicals (E),Other disposal,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,Reactive chemicals (E),Recycling,Recycling,0,2014-12-31,2
NSW,Hazardous wastes,Reactive chemicals (E),Treatment,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,Reactive chemicals (E),Treatment,Energy recovery,0,2014-12-31,2
NSW,Hazardous wastes,Reactive chemicals (E),Treatment,Recycling,0,2014-12-31,2
NSW,Hazardous wastes,Reactive chemicals (E),Landfill,Disposal,0,2014-12-31,3
NSW,Hazardous wastes,Reactive chemicals (E),Other disposal,Disposal,0,2014-12-31,3
NSW,Hazardous wastes,Reactive chemicals (E),Recycling,Recycling,0,2014-12-31,3
NSW,Hazardous wastes,Reactive chemicals (E),Treatment,Disposal,38,2014-12-31,3
NSW,Hazardous wastes,Reactive chemicals (E),Treatment,Energy recovery,0,2014-12-31,3
NSW,Hazardous wastes,Reactive chemicals (E),Treatment,Recycling,0,2014-12-31,3
NSW,Hazardous wastes,Tyres (T140),Landfill,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,Tyres (T140),Other disposal,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,Tyres (T140),Recycling,Recycling,0,2014-12-31,2
NSW,Hazardous wastes,Tyres (T140),Treatment,Disposal,0,2014-12-31,2
NSW,Hazardous wastes,Tyres (T140),Treatment,Energy recovery,0,2014-12-31,2
NSW,Hazardous wastes,Tyres (T140),Treatment,Recycling,0,2014-12-31,2
NSW,Hazardous wastes,Tyres (T140),Energy from waste facility,Energy recovery,29287,2014-12-31,3
NSW,Hazardous wastes,Tyres (T140),Landfill,Disposal,66562,2014-12-31,3
NSW,Hazardous wastes,Tyres (T140),Other disposal,Disposal,0,2014-12-31,3
NSW,Hazardous wastes,Tyres (T140),Recycling,Recycling,8748,2014-12-31,3
NSW,Hazardous wastes,Tyres (T140),Treatment,Disposal,0,2014-12-31,3
NSW,Hazardous wastes,Tyres (T140),Treatment,Energy recovery,0,2014-12-31,3
NSW,Hazardous wastes,Tyres (T140),Treatment,Recycling,0,2014-12-31,3
NSW,Organics,Food organics,Energy from waste facility,Energy recovery,0,2014-12-31,2
NSW,Organics,Food organics,Landfill,Disposal,46,2014-12-31,2
NSW,Organics,Food organics,Landfill,Energy recovery,6,2014-12-31,2
NSW,Organics,Food organics,Anaerobic digestion,Recycling,30244,2014-12-31,3
NSW,Organics,Food organics,Landfill,Disposal,197726,2014-12-31,3
NSW,Organics,Food organics,Landfill,Energy recovery,28997,2014-12-31,3
NSW,Organics,Food organics,Energy from waste facility,Energy recovery,0,2014-12-31,1
NSW,Organics,Food organics,Landfill,Disposal,1121302,2014-12-31,1
NSW,Organics,Food organics,Landfill,Energy recovery,167664,2014-12-31,1
NSW,Organics,Garden organics,Energy from waste facility,Energy recovery,0,2014-12-31,2
NSW,Organics,Garden organics,Landfill,Disposal,25360,2014-12-31,2
NSW,Organics,Garden organics,Landfill,Energy recovery,798,2014-12-31,2
NSW,Organics,Garden organics,Energy from waste facility,Energy recovery,0,2014-12-31,3
NSW,Organics,Garden organics,Landfill,Disposal,97408,2014-12-31,3
NSW,Organics,Garden organics,Landfill,Energy recovery,3543,2014-12-31,3
NSW,Organics,Garden organics,Energy from waste facility,Energy recovery,0,2014-12-31,1
NSW,Organics,Garden organics,Landfill,Disposal,144195,2014-12-31,1
NSW,Organics,Garden organics,Landfill,Energy recovery,5348,2014-12-31,1
NSW,Organics,Other organics,Energy from waste facility,Energy recovery,0,2014-12-31,2
NSW,Organics,Other organics,Landfill,Disposal,27230,2014-12-31,2
NSW,Organics,Other organics,Landfill,Energy recovery,1026,2014-12-31,2
NSW,Organics,Other organics,Energy from waste facility,Energy recovery,0,2014-12-31,3
NSW,Organics,Other organics,Landfill,Disposal,0,2014-12-31,3
NSW,Organics,Other organics,Landfill,Energy recovery,0,2014-12-31,3
NSW,Organics,Other organics,Energy from waste facility,Energy recovery,0,2014-12-31,1
NSW,Organics,Other organics,Landfill,Disposal,0,2014-12-31,1
NSW,Organics,Other organics,Landfill,Energy recovery,0,2014-12-31,1
NSW,Organics,Timber,Energy from waste facility,Energy recovery,0,2014-12-31,2
NSW,Organics,Timber,Landfill,Disposal,322850,2014-12-31,2
NSW,Organics,Timber,Landfill,Energy recovery,9260,2014-12-31,2
NSW,Organics,Timber,Energy from waste facility,Energy recovery,0,2014-12-31,3
NSW,Organics,Timber,Landfill,Disposal,327257,2014-12-31,3
NSW,Organics,Timber,Landfill,Energy recovery,10850,2014-12-31,3
NSW,Organics,Timber,Energy from waste facility,Energy recovery,0,2014-12-31,1
NSW,Organics,Timber,Landfill,Disposal,4350,2014-12-31,1
NSW,Organics,Timber,Landfill,Energy recovery,147,2014-12-31,1
NSW,Unclassified materials,Unclassified materials,Landfill,Disposal,13525,2014-12-31,2
NSW,Unclassified materials,Unclassified materials,Recycling,Recycling,652566,2014-12-31,2
NSW,Unclassified materials,Unclassified materials,Landfill,Disposal,150823,2014-12-31,3
NSW,Unclassified materials,Unclassified materials,Recycling,Recycling,116336,2014-12-31,3
NSW,Unclassified materials,Unclassified materials,Landfill,Disposal,74241,2014-12-31,1
NSW,Unclassified materials,Unclassified materials,Recycling,Recycling,247953,2014-12-31,1
NT,Biosolids,Biosolids,Other disposal,Disposal,1453,2014-12-31,3
NT,Biosolids,Biosolids,Recycling,Recycling,9527,2014-12-31,3
NT,Glass,Glass from food and beverage containers,Recycling,Recycling,0,2014-12-31,2
NT,Glass,Glass from food and beverage containers,Recycling,Recycling,0,2014-12-31,3
NT,Glass,Glass from food and beverage containers,Recycling,Recycling,4080,2014-12-31,1
NT,Hazardous wastes,Acids (B),Landfill,Disposal,0,2014-12-31,2
NT,Hazardous wastes,Acids (B),Other disposal,Disposal,0,2014-12-31,2
NT,Hazardous wastes,Acids (B),Recycling,Recycling,0,2014-12-31,2
NT,Hazardous wastes,Acids (B),Treatment,Disposal,0,2014-12-31,2
NT,Hazardous wastes,Acids (B),Treatment,Energy recovery,0,2014-12-31,2
NT,Hazardous wastes,Acids (B),Treatment,Recycling,0,2014-12-31,2
NT,Hazardous wastes,Acids (B),Landfill,Disposal,2,2014-12-31,3
NT,Hazardous wastes,Acids (B),Other disposal,Disposal,0,2014-12-31,3
NT,Hazardous wastes,Acids (B),Recycling,Recycling,25,2014-12-31,3
NT,Hazardous wastes,Acids (B),Treatment,Disposal,59,2014-12-31,3
NT,Hazardous wastes,Acids (B),Treatment,Energy recovery,0,2014-12-31,3
NT,Hazardous wastes,Acids (B),Treatment,Recycling,89,2014-12-31,3
NT,Hazardous wastes,Alkalis (C),Landfill,Disposal,0,2014-12-31,2
NT,Hazardous wastes,Alkalis (C),Other disposal,Disposal,0,2014-12-31,2
NT,Hazardous wastes,Alkalis (C),Recycling,Recycling,0,2014-12-31,2
NT,Hazardous wastes,Alkalis (C),Treatment,Disposal,0,2014-12-31,2
NT,Hazardous wastes,Alkalis (C),Treatment,Energy recovery,0,2014-12-31,2
NT,Hazardous wastes,Alkalis (C),Treatment,Recycling,0,2014-12-31,2
NT,Hazardous wastes,Alkalis (C),Landfill,Disposal,66,2014-12-31,3
NT,Hazardous wastes,Alkalis (C),Other disposal,Disposal,0,2014-12-31,3
NT,Hazardous wastes,Alkalis (C),Recycling,Recycling,158,2014-12-31,3
NT,Hazardous wastes,Alkalis (C),Treatment,Disposal,15,2014-12-31,3
NT,Hazardous wastes,Alkalis (C),Treatment,Energy recovery,0,2014-12-31,3
NT,Hazardous wastes,Alkalis (C),Treatment,Recycling,15,2014-12-31,3
NT,Hazardous wastes,Asbestos (N220),Landfill,Disposal,976,2014-12-31,2
NT,Hazardous wastes,Asbestos (N220),Other disposal,Disposal,0,2014-12-31,2
NT,Hazardous wastes,Asbestos (N220),Recycling,Recycling,0,2014-12-31,2
NT,Hazardous wastes,Asbestos (N220),Treatment,Disposal,1,2014-12-31,2
NT,Hazardous wastes,Asbestos (N220),Treatment,Energy recovery,0,2014-12-31,2
NT,Hazardous wastes,Asbestos (N220),Treatment,Recycling,0,2014-12-31,2
NT,Hazardous wastes,Asbestos (N220),Landfill,Disposal,832,2014-12-31,3
NT,Hazardous wastes,Asbestos (N220),Other disposal,Disposal,0,2014-12-31,3
NT,Hazardous wastes,Asbestos (N220),Recycling,Recycling,0,2014-12-31,3
