Jurisdiction,Category,Type,Management,Fate,y,ds,Sub_stream_name,Sub_stream_index
WA,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Landfill,Disposal,0,2016-12-31,C&I core,3
WA,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Other disposal,Disposal,0,2016-12-31,C&I core,3
WA,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Treatment,Disposal,0,2016-12-31,C&I core,3
WA,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Treatment,Energy recovery,0,2016-12-31,C&I core,3
WA,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Landfill,Disposal,0,2016-12-31,Total,9
WA,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Other disposal,Disposal,0,2016-12-31,Total,9
WA,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Treatment,Disposal,0,2016-12-31,Total,9
WA,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Treatment,Energy recovery,0,2016-12-31,Total,9
WA,Hazardous wastes,Other miscellaneous (other T),Landfill,Disposal,0,2016-12-31,C&D,2
WA,Hazardous wastes,Other miscellaneous (other T),Other disposal,Disposal,0,2016-12-31,C&D,2
WA,Hazardous wastes,Other miscellaneous (other T),Treatment,Disposal,0,2016-12-31,C&D,2
WA,Hazardous wastes,Other miscellaneous (other T),Treatment,Energy recovery,0,2016-12-31,C&D,2
WA,Hazardous wastes,Other miscellaneous (other T),Landfill,Disposal,0,2016-12-31,C&I core,3
WA,Hazardous wastes,Other miscellaneous (other T),Other disposal,Disposal,0,2016-12-31,C&I core,3
WA,Hazardous wastes,Other miscellaneous (other T),Treatment,Disposal,424,2016-12-31,C&I core,3
WA,Hazardous wastes,Other miscellaneous (other T),Treatment,Energy recovery,0,2016-12-31,C&I core,3
WA,Hazardous wastes,Other miscellaneous (other T),Landfill,Disposal,0,2016-12-31,Total,9
WA,Hazardous wastes,Other miscellaneous (other T),Other disposal,Disposal,0,2016-12-31,Total,9
WA,Hazardous wastes,Other miscellaneous (other T),Treatment,Disposal,424,2016-12-31,Total,9
WA,Hazardous wastes,Other miscellaneous (other T),Treatment,Energy recovery,0,2016-12-31,Total,9
WA,Hazardous wastes,Other soil/sludges (other N),Landfill,Disposal,0,2016-12-31,C&D,2
WA,Hazardous wastes,Other soil/sludges (other N),Other disposal,Disposal,0,2016-12-31,C&D,2
WA,Hazardous wastes,Other soil/sludges (other N),Treatment,Disposal,0,2016-12-31,C&D,2
WA,Hazardous wastes,Other soil/sludges (other N),Treatment,Energy recovery,0,2016-12-31,C&D,2
WA,Hazardous wastes,Other soil/sludges (other N),Landfill,Disposal,1,2016-12-31,C&I core,3
WA,Hazardous wastes,Other soil/sludges (other N),Other disposal,Disposal,1,2016-12-31,C&I core,3
WA,Hazardous wastes,Other soil/sludges (other N),Treatment,Disposal,4644,2016-12-31,C&I core,3
WA,Hazardous wastes,Other soil/sludges (other N),Treatment,Energy recovery,0,2016-12-31,C&I core,3
WA,Hazardous wastes,Other soil/sludges (other N),Landfill,Disposal,1,2016-12-31,Total,9
WA,Hazardous wastes,Other soil/sludges (other N),Other disposal,Disposal,1,2016-12-31,Total,9
WA,Hazardous wastes,Other soil/sludges (other N),Treatment,Disposal,4644,2016-12-31,Total,9
WA,Hazardous wastes,Other soil/sludges (other N),Treatment,Energy recovery,0,2016-12-31,Total,9
WA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Landfill,Disposal,0,2016-12-31,C&D,2
WA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Other disposal,Disposal,0,2016-12-31,C&D,2
WA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Disposal,0,2016-12-31,C&D,2
WA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Energy recovery,0,2016-12-31,C&D,2
WA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Landfill,Disposal,31,2016-12-31,C&I core,3
WA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Other disposal,Disposal,6,2016-12-31,C&I core,3
WA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Disposal,3335,2016-12-31,C&I core,3
WA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Energy recovery,1112,2016-12-31,C&I core,3
WA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Landfill,Disposal,31,2016-12-31,Total,9
WA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Other disposal,Disposal,6,2016-12-31,Total,9
WA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Disposal,3335,2016-12-31,Total,9
WA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Energy recovery,1112,2016-12-31,Total,9
WA,Hazardous wastes,Pesticides (H),Landfill,Disposal,0,2016-12-31,C&D,2
WA,Hazardous wastes,Pesticides (H),Other disposal,Disposal,0,2016-12-31,C&D,2
WA,Hazardous wastes,Pesticides (H),Treatment,Disposal,0,2016-12-31,C&D,2
WA,Hazardous wastes,Pesticides (H),Treatment,Energy recovery,0,2016-12-31,C&D,2
WA,Hazardous wastes,Pesticides (H),Landfill,Disposal,403,2016-12-31,C&I core,3
WA,Hazardous wastes,Pesticides (H),Other disposal,Disposal,84,2016-12-31,C&I core,3
WA,Hazardous wastes,Pesticides (H),Treatment,Disposal,7519,2016-12-31,C&I core,3
WA,Hazardous wastes,Pesticides (H),Treatment,Energy recovery,0,2016-12-31,C&I core,3
WA,Hazardous wastes,Pesticides (H),Landfill,Disposal,403,2016-12-31,Total,9
WA,Hazardous wastes,Pesticides (H),Other disposal,Disposal,84,2016-12-31,Total,9
WA,Hazardous wastes,Pesticides (H),Treatment,Disposal,7519,2016-12-31,Total,9
WA,Hazardous wastes,Pesticides (H),Treatment,Energy recovery,0,2016-12-31,Total,9
WA,Hazardous wastes,Plating and heat treatment (A),Landfill,Disposal,0,2016-12-31,C&D,2
WA,Hazardous wastes,Plating and heat treatment (A),Other disposal,Disposal,0,2016-12-31,C&D,2
WA,Hazardous wastes,Plating and heat treatment (A),Treatment,Disposal,0,2016-12-31,C&D,2
WA,Hazardous wastes,Plating and heat treatment (A),Treatment,Energy recovery,0,2016-12-31,C&D,2
WA,Hazardous wastes,Plating and heat treatment (A),Landfill,Disposal,3,2016-12-31,C&I core,3
WA,Hazardous wastes,Plating and heat treatment (A),Other disposal,Disposal,0,2016-12-31,C&I core,3
WA,Hazardous wastes,Plating and heat treatment (A),Treatment,Disposal,3613,2016-12-31,C&I core,3
WA,Hazardous wastes,Plating and heat treatment (A),Treatment,Energy recovery,0,2016-12-31,C&I core,3
WA,Hazardous wastes,Plating and heat treatment (A),Landfill,Disposal,3,2016-12-31,Total,9
WA,Hazardous wastes,Plating and heat treatment (A),Other disposal,Disposal,0,2016-12-31,Total,9
WA,Hazardous wastes,Plating and heat treatment (A),Treatment,Disposal,3613,2016-12-31,Total,9
WA,Hazardous wastes,Plating and heat treatment (A),Treatment,Energy recovery,0,2016-12-31,Total,9
WA,Hazardous wastes,Reactive chemicals (E),Landfill,Disposal,0,2016-12-31,C&D,2
WA,Hazardous wastes,Reactive chemicals (E),Other disposal,Disposal,0,2016-12-31,C&D,2
WA,Hazardous wastes,Reactive chemicals (E),Treatment,Disposal,0,2016-12-31,C&D,2
WA,Hazardous wastes,Reactive chemicals (E),Treatment,Energy recovery,0,2016-12-31,C&D,2
WA,Hazardous wastes,Reactive chemicals (E),Landfill,Disposal,0,2016-12-31,C&I core,3
WA,Hazardous wastes,Reactive chemicals (E),Other disposal,Disposal,0,2016-12-31,C&I core,3
WA,Hazardous wastes,Reactive chemicals (E),Treatment,Disposal,161,2016-12-31,C&I core,3
WA,Hazardous wastes,Reactive chemicals (E),Treatment,Energy recovery,0,2016-12-31,C&I core,3
WA,Hazardous wastes,Reactive chemicals (E),Landfill,Disposal,0,2016-12-31,Total,9
WA,Hazardous wastes,Reactive chemicals (E),Other disposal,Disposal,0,2016-12-31,Total,9
WA,Hazardous wastes,Reactive chemicals (E),Treatment,Disposal,161,2016-12-31,Total,9
WA,Hazardous wastes,Reactive chemicals (E),Treatment,Energy recovery,0,2016-12-31,Total,9
WA,Hazardous wastes,Tyres (T140),Landfill,Disposal,0,2016-12-31,C&D,2
WA,Hazardous wastes,Tyres (T140),Other disposal,Disposal,0,2016-12-31,C&D,2
WA,Hazardous wastes,Tyres (T140),Treatment,Disposal,0,2016-12-31,C&D,2
WA,Hazardous wastes,Tyres (T140),Treatment,Energy recovery,0,2016-12-31,C&D,2
WA,Hazardous wastes,Tyres (T140),Energy from waste facility,Energy recovery,12724,2016-12-31,C&I core,3
WA,Hazardous wastes,Tyres (T140),Landfill,Disposal,51602,2016-12-31,C&I core,3
WA,Hazardous wastes,Tyres (T140),Other disposal,Disposal,0,2016-12-31,C&I core,3
WA,Hazardous wastes,Tyres (T140),Treatment,Disposal,0,2016-12-31,C&I core,3
WA,Hazardous wastes,Tyres (T140),Treatment,Energy recovery,0,2016-12-31,C&I core,3
WA,Hazardous wastes,Tyres (T140),Energy from waste facility,Energy recovery,12724,2016-12-31,Total,9
WA,Hazardous wastes,Tyres (T140),Landfill,Disposal,51602,2016-12-31,Total,9
WA,Hazardous wastes,Tyres (T140),Other disposal,Disposal,0,2016-12-31,Total,9
WA,Hazardous wastes,Tyres (T140),Treatment,Disposal,0,2016-12-31,Total,9
WA,Hazardous wastes,Tyres (T140),Treatment,Energy recovery,0,2016-12-31,Total,9
WA,Organics,Food organics,Energy from waste facility,Energy recovery,0,2016-12-31,C&D,2
WA,Organics,Food organics,Landfill,Disposal,0,2016-12-31,C&D,2
WA,Organics,Food organics,Landfill,Energy recovery,0,2016-12-31,C&D,2
WA,Organics,Food organics,Energy from waste facility,Energy recovery,0,2016-12-31,C&I core,3
WA,Organics,Food organics,Landfill,Disposal,153331,2016-12-31,C&I core,3
WA,Organics,Food organics,Landfill,Energy recovery,28314,2016-12-31,C&I core,3
WA,Organics,Food organics,Energy from waste facility,Energy recovery,0,2016-12-31,MSW,1
WA,Organics,Food organics,Landfill,Disposal,329821,2016-12-31,MSW,1
WA,Organics,Food organics,Landfill,Energy recovery,60905,2016-12-31,MSW,1
WA,Organics,Food organics,Energy from waste facility,Energy recovery,0,2016-12-31,Total,9
WA,Organics,Food organics,Landfill,Disposal,483152,2016-12-31,Total,9
WA,Organics,Food organics,Landfill,Energy recovery,89219,2016-12-31,Total,9
WA,Organics,Garden organics,Energy from waste facility,Energy recovery,0,2016-12-31,C&D,2
WA,Organics,Garden organics,Landfill,Disposal,12327,2016-12-31,C&D,2
WA,Organics,Garden organics,Landfill,Energy recovery,1207,2016-12-31,C&D,2
WA,Organics,Garden organics,Energy from waste facility,Energy recovery,0,2016-12-31,C&I core,3
WA,Organics,Garden organics,Landfill,Disposal,30782,2016-12-31,C&I core,3
WA,Organics,Garden organics,Landfill,Energy recovery,3013,2016-12-31,C&I core,3
WA,Organics,Garden organics,Energy from waste facility,Energy recovery,0,2016-12-31,MSW,1
WA,Organics,Garden organics,Landfill,Disposal,167778,2016-12-31,MSW,1
WA,Organics,Garden organics,Landfill,Energy recovery,16422,2016-12-31,MSW,1
WA,Organics,Garden organics,Energy from waste facility,Energy recovery,0,2016-12-31,Total,9
WA,Organics,Garden organics,Landfill,Disposal,210886,2016-12-31,Total,9
WA,Organics,Garden organics,Landfill,Energy recovery,20641,2016-12-31,Total,9
WA,Organics,Other organics,Energy from waste facility,Energy recovery,0,2016-12-31,C&D,2
WA,Organics,Other organics,Landfill,Disposal,0,2016-12-31,C&D,2
WA,Organics,Other organics,Landfill,Energy recovery,0,2016-12-31,C&D,2
WA,Organics,Other organics,Energy from waste facility,Energy recovery,0,2016-12-31,C&I core,3
WA,Organics,Other organics,Landfill,Disposal,0,2016-12-31,C&I core,3
WA,Organics,Other organics,Landfill,Energy recovery,0,2016-12-31,C&I core,3
WA,Organics,Other organics,Energy from waste facility,Energy recovery,0,2016-12-31,MSW,1
WA,Organics,Other organics,Landfill,Disposal,39250,2016-12-31,MSW,1
WA,Organics,Other organics,Landfill,Energy recovery,5404,2016-12-31,MSW,1
WA,Organics,Other organics,Energy from waste facility,Energy recovery,0,2016-12-31,Total,9
WA,Organics,Other organics,Landfill,Disposal,39250,2016-12-31,Total,9
WA,Organics,Other organics,Landfill,Energy recovery,5404,2016-12-31,Total,9
WA,Organics,Timber,Energy from waste facility,Energy recovery,0,2016-12-31,C&D,2
WA,Organics,Timber,Landfill,Disposal,39912,2016-12-31,C&D,2
WA,Organics,Timber,Landfill,Energy recovery,688,2016-12-31,C&D,2
WA,Organics,Timber,Energy from waste facility,Energy recovery,0,2016-12-31,C&I core,3
WA,Organics,Timber,Landfill,Disposal,103819,2016-12-31,C&I core,3
WA,Organics,Timber,Landfill,Energy recovery,1789,2016-12-31,C&I core,3
WA,Organics,Timber,Energy from waste facility,Energy recovery,0,2016-12-31,MSW,1
WA,Organics,Timber,Landfill,Disposal,10975,2016-12-31,MSW,1
WA,Organics,Timber,Landfill,Energy recovery,189,2016-12-31,MSW,1
WA,Organics,Timber,Energy from waste facility,Energy recovery,0,2016-12-31,Total,9
WA,Organics,Timber,Landfill,Disposal,154706,2016-12-31,Total,9
WA,Organics,Timber,Landfill,Energy recovery,2665,2016-12-31,Total,9
ACT,Biosolids,Biosolids,Other disposal,Disposal,20369,2015-12-31,C&I core,3
ACT,Biosolids,Biosolids,Other disposal,Disposal,20369,2015-12-31,Total,9
ACT,Hazardous wastes,Acids (B),Landfill,Disposal,0,2015-12-31,C&D,2
ACT,Hazardous wastes,Acids (B),Other disposal,Disposal,0,2015-12-31,C&D,2
ACT,Hazardous wastes,Acids (B),Treatment,Disposal,0,2015-12-31,C&D,2
ACT,Hazardous wastes,Acids (B),Treatment,Energy recovery,0,2015-12-31,C&D,2
ACT,Hazardous wastes,Acids (B),Landfill,Disposal,0,2015-12-31,C&I core,3
ACT,Hazardous wastes,Acids (B),Other disposal,Disposal,0,2015-12-31,C&I core,3
ACT,Hazardous wastes,Acids (B),Treatment,Disposal,0,2015-12-31,C&I core,3
ACT,Hazardous wastes,Acids (B),Treatment,Energy recovery,0,2015-12-31,C&I core,3
ACT,Hazardous wastes,Acids (B),Landfill,Disposal,0,2015-12-31,Total,9
ACT,Hazardous wastes,Acids (B),Other disposal,Disposal,0,2015-12-31,Total,9
ACT,Hazardous wastes,Acids (B),Treatment,Disposal,0,2015-12-31,Total,9
ACT,Hazardous wastes,Acids (B),Treatment,Energy recovery,0,2015-12-31,Total,9
ACT,Hazardous wastes,Alkalis (C),Landfill,Disposal,0,2015-12-31,C&D,2
ACT,Hazardous wastes,Alkalis (C),Other disposal,Disposal,0,2015-12-31,C&D,2
ACT,Hazardous wastes,Alkalis (C),Treatment,Disposal,0,2015-12-31,C&D,2
ACT,Hazardous wastes,Alkalis (C),Treatment,Energy recovery,0,2015-12-31,C&D,2
ACT,Hazardous wastes,Alkalis (C),Landfill,Disposal,51,2015-12-31,C&I core,3
ACT,Hazardous wastes,Alkalis (C),Other disposal,Disposal,1,2015-12-31,C&I core,3
ACT,Hazardous wastes,Alkalis (C),Treatment,Disposal,7,2015-12-31,C&I core,3
ACT,Hazardous wastes,Alkalis (C),Treatment,Energy recovery,0,2015-12-31,C&I core,3
ACT,Hazardous wastes,Alkalis (C),Landfill,Disposal,51,2015-12-31,Total,9
ACT,Hazardous wastes,Alkalis (C),Other disposal,Disposal,1,2015-12-31,Total,9
ACT,Hazardous wastes,Alkalis (C),Treatment,Disposal,7,2015-12-31,Total,9
ACT,Hazardous wastes,Alkalis (C),Treatment,Energy recovery,0,2015-12-31,Total,9
ACT,Hazardous wastes,Asbestos (N220),Landfill,Disposal,3161,2015-12-31,C&D,2
ACT,Hazardous wastes,Asbestos (N220),Other disposal,Disposal,0,2015-12-31,C&D,2
ACT,Hazardous wastes,Asbestos (N220),Treatment,Disposal,1,2015-12-31,C&D,2
ACT,Hazardous wastes,Asbestos (N220),Treatment,Energy recovery,0,2015-12-31,C&D,2
ACT,Hazardous wastes,Asbestos (N220),Landfill,Disposal,2693,2015-12-31,C&I core,3
ACT,Hazardous wastes,Asbestos (N220),Other disposal,Disposal,0,2015-12-31,C&I core,3
ACT,Hazardous wastes,Asbestos (N220),Treatment,Disposal,1,2015-12-31,C&I core,3
ACT,Hazardous wastes,Asbestos (N220),Treatment,Energy recovery,0,2015-12-31,C&I core,3
ACT,Hazardous wastes,Asbestos (N220),Landfill,Disposal,5853,2015-12-31,Total,9
ACT,Hazardous wastes,Asbestos (N220),Other disposal,Disposal,0,2015-12-31,Total,9
ACT,Hazardous wastes,Asbestos (N220),Treatment,Disposal,3,2015-12-31,Total,9
ACT,Hazardous wastes,Asbestos (N220),Treatment,Energy recovery,0,2015-12-31,Total,9
ACT,Hazardous wastes,Clinical and pharmaceutical (R),Landfill,Disposal,0,2015-12-31,C&D,2
ACT,Hazardous wastes,Clinical and pharmaceutical (R),Other disposal,Disposal,0,2015-12-31,C&D,2
ACT,Hazardous wastes,Clinical and pharmaceutical (R),Treatment,Disposal,0,2015-12-31,C&D,2
ACT,Hazardous wastes,Clinical and pharmaceutical (R),Treatment,Energy recovery,0,2015-12-31,C&D,2
ACT,Hazardous wastes,Clinical and pharmaceutical (R),Landfill,Disposal,149,2015-12-31,C&I core,3
ACT,Hazardous wastes,Clinical and pharmaceutical (R),Other disposal,Disposal,119,2015-12-31,C&I core,3
ACT,Hazardous wastes,Clinical and pharmaceutical (R),Treatment,Disposal,107,2015-12-31,C&I core,3
ACT,Hazardous wastes,Clinical and pharmaceutical (R),Treatment,Energy recovery,0,2015-12-31,C&I core,3
ACT,Hazardous wastes,Clinical and pharmaceutical (R),Landfill,Disposal,149,2015-12-31,Total,9
ACT,Hazardous wastes,Clinical and pharmaceutical (R),Other disposal,Disposal,119,2015-12-31,Total,9
ACT,Hazardous wastes,Clinical and pharmaceutical (R),Treatment,Disposal,107,2015-12-31,Total,9
ACT,Hazardous wastes,Clinical and pharmaceutical (R),Treatment,Energy recovery,0,2015-12-31,Total,9
ACT,Hazardous wastes,Contaminated soils (N120),Landfill,Disposal,412,2015-12-31,C&D,2
ACT,Hazardous wastes,Contaminated soils (N120),Other disposal,Disposal,0,2015-12-31,C&D,2
ACT,Hazardous wastes,Contaminated soils (N120),Treatment,Disposal,2,2015-12-31,C&D,2
ACT,Hazardous wastes,Contaminated soils (N120),Treatment,Energy recovery,0,2015-12-31,C&D,2
ACT,Hazardous wastes,Contaminated soils (N120),Landfill,Disposal,160,2015-12-31,C&I core,3
ACT,Hazardous wastes,Contaminated soils (N120),Other disposal,Disposal,0,2015-12-31,C&I core,3
ACT,Hazardous wastes,Contaminated soils (N120),Treatment,Disposal,1,2015-12-31,C&I core,3
ACT,Hazardous wastes,Contaminated soils (N120),Treatment,Energy recovery,0,2015-12-31,C&I core,3
ACT,Hazardous wastes,Contaminated soils (N120),Landfill,Disposal,573,2015-12-31,Total,9
ACT,Hazardous wastes,Contaminated soils (N120),Other disposal,Disposal,0,2015-12-31,Total,9
ACT,Hazardous wastes,Contaminated soils (N120),Treatment,Disposal,3,2015-12-31,Total,9
ACT,Hazardous wastes,Contaminated soils (N120),Treatment,Energy recovery,0,2015-12-31,Total,9
ACT,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Landfill,Disposal,0,2015-12-31,C&D,2
ACT,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Other disposal,Disposal,0,2015-12-31,C&D,2
ACT,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Treatment,Disposal,0,2015-12-31,C&D,2
ACT,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Treatment,Energy recovery,0,2015-12-31,C&D,2
ACT,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Landfill,Disposal,171,2015-12-31,C&I core,3
ACT,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Other disposal,Disposal,2,2015-12-31,C&I core,3
ACT,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Treatment,Disposal,489,2015-12-31,C&I core,3
ACT,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Treatment,Energy recovery,0,2015-12-31,C&I core,3
ACT,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Landfill,Disposal,171,2015-12-31,Total,9
ACT,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Other disposal,Disposal,2,2015-12-31,Total,9
ACT,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Treatment,Disposal,489,2015-12-31,Total,9
ACT,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Treatment,Energy recovery,0,2015-12-31,Total,9
ACT,Hazardous wastes,Inorganic chemicals (D),Landfill,Disposal,0,2015-12-31,C&D,2
ACT,Hazardous wastes,Inorganic chemicals (D),Other disposal,Disposal,0,2015-12-31,C&D,2
ACT,Hazardous wastes,Inorganic chemicals (D),Treatment,Disposal,0,2015-12-31,C&D,2
ACT,Hazardous wastes,Inorganic chemicals (D),Treatment,Energy recovery,0,2015-12-31,C&D,2
ACT,Hazardous wastes,Inorganic chemicals (D),Landfill,Disposal,224,2015-12-31,C&I core,3
ACT,Hazardous wastes,Inorganic chemicals (D),Other disposal,Disposal,0,2015-12-31,C&I core,3
ACT,Hazardous wastes,Inorganic chemicals (D),Treatment,Disposal,6,2015-12-31,C&I core,3
ACT,Hazardous wastes,Inorganic chemicals (D),Treatment,Energy recovery,0,2015-12-31,C&I core,3
ACT,Hazardous wastes,Inorganic chemicals (D),Landfill,Disposal,224,2015-12-31,Total,9
ACT,Hazardous wastes,Inorganic chemicals (D),Other disposal,Disposal,0,2015-12-31,Total,9
ACT,Hazardous wastes,Inorganic chemicals (D),Treatment,Disposal,6,2015-12-31,Total,9
ACT,Hazardous wastes,Inorganic chemicals (D),Treatment,Energy recovery,0,2015-12-31,Total,9
ACT,Hazardous wastes,Oils (J),Landfill,Disposal,0,2015-12-31,C&D,2
ACT,Hazardous wastes,Oils (J),Other disposal,Disposal,0,2015-12-31,C&D,2
ACT,Hazardous wastes,Oils (J),Treatment,Disposal,0,2015-12-31,C&D,2
ACT,Hazardous wastes,Oils (J),Treatment,Energy recovery,0,2015-12-31,C&D,2
ACT,Hazardous wastes,Oils (J),Landfill,Disposal,65,2015-12-31,C&I core,3
ACT,Hazardous wastes,Oils (J),Other disposal,Disposal,1,2015-12-31,C&I core,3
ACT,Hazardous wastes,Oils (J),Treatment,Disposal,0,2015-12-31,C&I core,3
ACT,Hazardous wastes,Oils (J),Treatment,Energy recovery,113,2015-12-31,C&I core,3
ACT,Hazardous wastes,Oils (J),Landfill,Disposal,65,2015-12-31,Total,9
ACT,Hazardous wastes,Oils (J),Other disposal,Disposal,1,2015-12-31,Total,9
ACT,Hazardous wastes,Oils (J),Treatment,Disposal,0,2015-12-31,Total,9
ACT,Hazardous wastes,Oils (J),Treatment,Energy recovery,113,2015-12-31,Total,9
ACT,Hazardous wastes,Organic chemicals (M),Landfill,Disposal,0,2015-12-31,C&D,2
ACT,Hazardous wastes,Organic chemicals (M),Other disposal,Disposal,0,2015-12-31,C&D,2
ACT,Hazardous wastes,Organic chemicals (M),Treatment,Disposal,0,2015-12-31,C&D,2
ACT,Hazardous wastes,Organic chemicals (M),Treatment,Energy recovery,0,2015-12-31,C&D,2
ACT,Hazardous wastes,Organic chemicals (M),Landfill,Disposal,12,2015-12-31,C&I core,3
ACT,Hazardous wastes,Organic chemicals (M),Other disposal,Disposal,0,2015-12-31,C&I core,3
ACT,Hazardous wastes,Organic chemicals (M),Treatment,Disposal,7,2015-12-31,C&I core,3
ACT,Hazardous wastes,Organic chemicals (M),Treatment,Energy recovery,0,2015-12-31,C&I core,3
ACT,Hazardous wastes,Organic chemicals (M),Landfill,Disposal,12,2015-12-31,Total,9
ACT,Hazardous wastes,Organic chemicals (M),Other disposal,Disposal,0,2015-12-31,Total,9
ACT,Hazardous wastes,Organic chemicals (M),Treatment,Disposal,7,2015-12-31,Total,9
ACT,Hazardous wastes,Organic chemicals (M),Treatment,Energy recovery,0,2015-12-31,Total,9
ACT,Hazardous wastes,Organic solvents (G),Landfill,Disposal,0,2015-12-31,C&D,2
ACT,Hazardous wastes,Organic solvents (G),Other disposal,Disposal,0,2015-12-31,C&D,2
ACT,Hazardous wastes,Organic solvents (G),Treatment,Disposal,0,2015-12-31,C&D,2
ACT,Hazardous wastes,Organic solvents (G),Treatment,Energy recovery,0,2015-12-31,C&D,2
ACT,Hazardous wastes,Organic solvents (G),Landfill,Disposal,0,2015-12-31,C&I core,3
ACT,Hazardous wastes,Organic solvents (G),Other disposal,Disposal,1,2015-12-31,C&I core,3
ACT,Hazardous wastes,Organic solvents (G),Treatment,Disposal,10,2015-12-31,C&I core,3
ACT,Hazardous wastes,Organic solvents (G),Treatment,Energy recovery,1,2015-12-31,C&I core,3
ACT,Hazardous wastes,Organic solvents (G),Landfill,Disposal,0,2015-12-31,Total,9
ACT,Hazardous wastes,Organic solvents (G),Other disposal,Disposal,1,2015-12-31,Total,9
ACT,Hazardous wastes,Organic solvents (G),Treatment,Disposal,10,2015-12-31,Total,9
ACT,Hazardous wastes,Organic solvents (G),Treatment,Energy recovery,1,2015-12-31,Total,9
ACT,Hazardous wastes,Other,Landfill,Disposal,0,2015-12-31,C&D,2
ACT,Hazardous wastes,Other,Other disposal,Disposal,0,2015-12-31,C&D,2
ACT,Hazardous wastes,Other,Treatment,Disposal,0,2015-12-31,C&D,2
ACT,Hazardous wastes,Other,Treatment,Energy recovery,0,2015-12-31,C&D,2
ACT,Hazardous wastes,Other,Landfill,Disposal,0,2015-12-31,C&I core,3
ACT,Hazardous wastes,Other,Other disposal,Disposal,0,2015-12-31,C&I core,3
ACT,Hazardous wastes,Other,Treatment,Disposal,0,2015-12-31,C&I core,3
ACT,Hazardous wastes,Other,Treatment,Energy recovery,0,2015-12-31,C&I core,3
ACT,Hazardous wastes,Other,Landfill,Disposal,0,2015-12-31,Total,9
ACT,Hazardous wastes,Other,Other disposal,Disposal,0,2015-12-31,Total,9
ACT,Hazardous wastes,Other,Treatment,Disposal,0,2015-12-31,Total,9
ACT,Hazardous wastes,Other,Treatment,Energy recovery,0,2015-12-31,Total,9
ACT,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Landfill,Disposal,0,2015-12-31,C&D,2
ACT,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Other disposal,Disposal,0,2015-12-31,C&D,2
ACT,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Treatment,Disposal,0,2015-12-31,C&D,2
ACT,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Treatment,Energy recovery,0,2015-12-31,C&D,2
ACT,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Landfill,Disposal,0,2015-12-31,C&I core,3
ACT,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Other disposal,Disposal,0,2015-12-31,C&I core,3
ACT,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Treatment,Disposal,0,2015-12-31,C&I core,3
ACT,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Treatment,Energy recovery,0,2015-12-31,C&I core,3
ACT,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Landfill,Disposal,0,2015-12-31,Total,9
ACT,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Other disposal,Disposal,0,2015-12-31,Total,9
ACT,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Treatment,Disposal,0,2015-12-31,Total,9
ACT,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Treatment,Energy recovery,0,2015-12-31,Total,9
ACT,Hazardous wastes,Other miscellaneous (other T),Landfill,Disposal,0,2015-12-31,C&D,2
