Jurisdiction,Category,Type,Management,Fate,y,ds,Sub-stream
SA,Building and demolition materials,Rubble,Landfill,Disposal,6017,2019-12-31,3
SA,Building and demolition materials,Rubble,Recycling,Recycling,6000,2019-12-31,3
SA,Building and demolition materials,Rubble,Recycling,Recycling,0,2019-12-31,1
SA,Building and demolition materials,Rubble,Landfill,Disposal,39586,2019-12-31,9
SA,Building and demolition materials,Rubble,Recycling,Recycling,6000,2019-12-31,9
SA,Glass,Glass from food and beverage containers,Recycling,Recycling,0,2019-12-31,2
SA,Glass,Glass from food and beverage containers,Recycling,Recycling,26628,2019-12-31,3
SA,Glass,Glass from food and beverage containers,Recycling,Recycling,47338,2019-12-31,1
SA,Glass,Glass from food and beverage containers,Recycling,Recycling,73966,2019-12-31,9
SA,Hazardous wastes,Acids (B),Landfill,Disposal,0,2019-12-31,2
SA,Hazardous wastes,Acids (B),Other disposal,Disposal,0,2019-12-31,2
SA,Hazardous wastes,Acids (B),Recycling,Recycling,0,2019-12-31,2
SA,Hazardous wastes,Acids (B),Treatment,Disposal,0,2019-12-31,2
SA,Hazardous wastes,Acids (B),Treatment,Energy recovery,0,2019-12-31,2
SA,Hazardous wastes,Acids (B),Treatment,Recycling,0,2019-12-31,2
SA,Hazardous wastes,Acids (B),Landfill,Disposal,0,2019-12-31,3
SA,Hazardous wastes,Acids (B),Other disposal,Disposal,0,2019-12-31,3
SA,Hazardous wastes,Acids (B),Recycling,Recycling,0,2019-12-31,3
SA,Hazardous wastes,Acids (B),Treatment,Disposal,626,2019-12-31,3
SA,Hazardous wastes,Acids (B),Treatment,Energy recovery,0,2019-12-31,3
SA,Hazardous wastes,Acids (B),Treatment,Recycling,939,2019-12-31,3
SA,Hazardous wastes,Acids (B),Landfill,Disposal,0,2019-12-31,9
SA,Hazardous wastes,Acids (B),Other disposal,Disposal,0,2019-12-31,9
SA,Hazardous wastes,Acids (B),Recycling,Recycling,0,2019-12-31,9
SA,Hazardous wastes,Acids (B),Treatment,Disposal,626,2019-12-31,9
SA,Hazardous wastes,Acids (B),Treatment,Energy recovery,0,2019-12-31,9
SA,Hazardous wastes,Acids (B),Treatment,Recycling,939,2019-12-31,9
SA,Hazardous wastes,Alkalis (C),Landfill,Disposal,0,2019-12-31,2
SA,Hazardous wastes,Alkalis (C),Other disposal,Disposal,0,2019-12-31,2
SA,Hazardous wastes,Alkalis (C),Recycling,Recycling,0,2019-12-31,2
SA,Hazardous wastes,Alkalis (C),Treatment,Disposal,0,2019-12-31,2
SA,Hazardous wastes,Alkalis (C),Treatment,Energy recovery,0,2019-12-31,2
SA,Hazardous wastes,Alkalis (C),Treatment,Recycling,0,2019-12-31,2
SA,Hazardous wastes,Alkalis (C),Landfill,Disposal,17915,2019-12-31,3
SA,Hazardous wastes,Alkalis (C),Other disposal,Disposal,0,2019-12-31,3
SA,Hazardous wastes,Alkalis (C),Recycling,Recycling,0,2019-12-31,3
SA,Hazardous wastes,Alkalis (C),Treatment,Disposal,1168,2019-12-31,3
SA,Hazardous wastes,Alkalis (C),Treatment,Energy recovery,0,2019-12-31,3
SA,Hazardous wastes,Alkalis (C),Treatment,Recycling,1168,2019-12-31,3
SA,Hazardous wastes,Alkalis (C),Landfill,Disposal,17915,2019-12-31,9
SA,Hazardous wastes,Alkalis (C),Other disposal,Disposal,0,2019-12-31,9
SA,Hazardous wastes,Alkalis (C),Recycling,Recycling,0,2019-12-31,9
SA,Hazardous wastes,Alkalis (C),Treatment,Disposal,1168,2019-12-31,9
SA,Hazardous wastes,Alkalis (C),Treatment,Energy recovery,0,2019-12-31,9
SA,Hazardous wastes,Alkalis (C),Treatment,Recycling,1168,2019-12-31,9
SA,Hazardous wastes,Asbestos (N220),Landfill,Disposal,22878,2019-12-31,2
SA,Hazardous wastes,Asbestos (N220),Other disposal,Disposal,0,2019-12-31,2
SA,Hazardous wastes,Asbestos (N220),Recycling,Recycling,0,2019-12-31,2
SA,Hazardous wastes,Asbestos (N220),Treatment,Disposal,336,2019-12-31,2
SA,Hazardous wastes,Asbestos (N220),Treatment,Energy recovery,0,2019-12-31,2
SA,Hazardous wastes,Asbestos (N220),Treatment,Recycling,0,2019-12-31,2
SA,Hazardous wastes,Asbestos (N220),Landfill,Disposal,19488,2019-12-31,3
SA,Hazardous wastes,Asbestos (N220),Other disposal,Disposal,0,2019-12-31,3
SA,Hazardous wastes,Asbestos (N220),Recycling,Recycling,0,2019-12-31,3
SA,Hazardous wastes,Asbestos (N220),Treatment,Disposal,286,2019-12-31,3
SA,Hazardous wastes,Asbestos (N220),Treatment,Energy recovery,0,2019-12-31,3
SA,Hazardous wastes,Asbestos (N220),Treatment,Recycling,0,2019-12-31,3
SA,Hazardous wastes,Asbestos (N220),Landfill,Disposal,42366,2019-12-31,9
SA,Hazardous wastes,Asbestos (N220),Other disposal,Disposal,0,2019-12-31,9
SA,Hazardous wastes,Asbestos (N220),Recycling,Recycling,0,2019-12-31,9
SA,Hazardous wastes,Asbestos (N220),Treatment,Disposal,621,2019-12-31,9
SA,Hazardous wastes,Asbestos (N220),Treatment,Energy recovery,0,2019-12-31,9
SA,Hazardous wastes,Asbestos (N220),Treatment,Recycling,0,2019-12-31,9
SA,Hazardous wastes,Clinical and pharmaceutical (R),Landfill,Disposal,0,2019-12-31,2
SA,Hazardous wastes,Clinical and pharmaceutical (R),Other disposal,Disposal,0,2019-12-31,2
SA,Hazardous wastes,Clinical and pharmaceutical (R),Recycling,Recycling,0,2019-12-31,2
SA,Hazardous wastes,Clinical and pharmaceutical (R),Treatment,Disposal,0,2019-12-31,2
SA,Hazardous wastes,Clinical and pharmaceutical (R),Treatment,Energy recovery,0,2019-12-31,2
SA,Hazardous wastes,Clinical and pharmaceutical (R),Treatment,Recycling,0,2019-12-31,2
SA,Hazardous wastes,Clinical and pharmaceutical (R),Landfill,Disposal,0,2019-12-31,3
SA,Hazardous wastes,Clinical and pharmaceutical (R),Other disposal,Disposal,3895,2019-12-31,3
SA,Hazardous wastes,Clinical and pharmaceutical (R),Recycling,Recycling,0,2019-12-31,3
SA,Hazardous wastes,Clinical and pharmaceutical (R),Treatment,Disposal,743,2019-12-31,3
SA,Hazardous wastes,Clinical and pharmaceutical (R),Treatment,Energy recovery,0,2019-12-31,3
SA,Hazardous wastes,Clinical and pharmaceutical (R),Treatment,Recycling,0,2019-12-31,3
SA,Hazardous wastes,Clinical and pharmaceutical (R),Landfill,Disposal,0,2019-12-31,9
SA,Hazardous wastes,Clinical and pharmaceutical (R),Other disposal,Disposal,3895,2019-12-31,9
SA,Hazardous wastes,Clinical and pharmaceutical (R),Recycling,Recycling,0,2019-12-31,9
SA,Hazardous wastes,Clinical and pharmaceutical (R),Treatment,Disposal,743,2019-12-31,9
SA,Hazardous wastes,Clinical and pharmaceutical (R),Treatment,Energy recovery,0,2019-12-31,9
SA,Hazardous wastes,Clinical and pharmaceutical (R),Treatment,Recycling,0,2019-12-31,9
SA,Hazardous wastes,Contaminated soils (N120),Landfill,Disposal,19106,2019-12-31,2
SA,Hazardous wastes,Contaminated soils (N120),Other disposal,Disposal,0,2019-12-31,2
SA,Hazardous wastes,Contaminated soils (N120),Recycling,Recycling,96956,2019-12-31,2
SA,Hazardous wastes,Contaminated soils (N120),Treatment,Disposal,8928,2019-12-31,2
SA,Hazardous wastes,Contaminated soils (N120),Treatment,Energy recovery,0,2019-12-31,2
SA,Hazardous wastes,Contaminated soils (N120),Treatment,Recycling,35712,2019-12-31,2
SA,Hazardous wastes,Contaminated soils (N120),Landfill,Disposal,7430,2019-12-31,3
SA,Hazardous wastes,Contaminated soils (N120),Other disposal,Disposal,0,2019-12-31,3
SA,Hazardous wastes,Contaminated soils (N120),Recycling,Recycling,37705,2019-12-31,3
SA,Hazardous wastes,Contaminated soils (N120),Treatment,Disposal,3472,2019-12-31,3
SA,Hazardous wastes,Contaminated soils (N120),Treatment,Energy recovery,0,2019-12-31,3
SA,Hazardous wastes,Contaminated soils (N120),Treatment,Recycling,13888,2019-12-31,3
SA,Hazardous wastes,Contaminated soils (N120),Landfill,Disposal,26536,2019-12-31,9
SA,Hazardous wastes,Contaminated soils (N120),Other disposal,Disposal,0,2019-12-31,9
SA,Hazardous wastes,Contaminated soils (N120),Recycling,Recycling,134662,2019-12-31,9
SA,Hazardous wastes,Contaminated soils (N120),Treatment,Disposal,12400,2019-12-31,9
SA,Hazardous wastes,Contaminated soils (N120),Treatment,Energy recovery,0,2019-12-31,9
SA,Hazardous wastes,Contaminated soils (N120),Treatment,Recycling,49600,2019-12-31,9
SA,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Landfill,Disposal,0,2019-12-31,2
SA,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Other disposal,Disposal,0,2019-12-31,2
SA,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Recycling,Recycling,0,2019-12-31,2
SA,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Treatment,Disposal,0,2019-12-31,2
SA,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Treatment,Energy recovery,0,2019-12-31,2
SA,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Treatment,Recycling,0,2019-12-31,2
SA,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Landfill,Disposal,0,2019-12-31,3
SA,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Other disposal,Disposal,0,2019-12-31,3
SA,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Recycling,Recycling,37772,2019-12-31,3
SA,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Treatment,Disposal,1331,2019-12-31,3
SA,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Treatment,Energy recovery,0,2019-12-31,3
SA,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Treatment,Recycling,1331,2019-12-31,3
SA,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Landfill,Disposal,0,2019-12-31,9
SA,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Other disposal,Disposal,0,2019-12-31,9
SA,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Recycling,Recycling,37772,2019-12-31,9
SA,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Treatment,Disposal,1331,2019-12-31,9
SA,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Treatment,Energy recovery,0,2019-12-31,9
SA,Hazardous wastes,"Food-derived hazardous wastes (K100, K110)",Treatment,Recycling,1331,2019-12-31,9
SA,Hazardous wastes,Inorganic chemicals (D),Landfill,Disposal,0,2019-12-31,2
SA,Hazardous wastes,Inorganic chemicals (D),Other disposal,Disposal,0,2019-12-31,2
SA,Hazardous wastes,Inorganic chemicals (D),Recycling,Recycling,0,2019-12-31,2
SA,Hazardous wastes,Inorganic chemicals (D),Treatment,Disposal,0,2019-12-31,2
SA,Hazardous wastes,Inorganic chemicals (D),Treatment,Energy recovery,0,2019-12-31,2
SA,Hazardous wastes,Inorganic chemicals (D),Treatment,Recycling,0,2019-12-31,2
SA,Hazardous wastes,Inorganic chemicals (D),Landfill,Disposal,7,2019-12-31,3
SA,Hazardous wastes,Inorganic chemicals (D),Other disposal,Disposal,0,2019-12-31,3
SA,Hazardous wastes,Inorganic chemicals (D),Recycling,Recycling,1160,2019-12-31,3
SA,Hazardous wastes,Inorganic chemicals (D),Treatment,Disposal,968,2019-12-31,3
SA,Hazardous wastes,Inorganic chemicals (D),Treatment,Energy recovery,0,2019-12-31,3
SA,Hazardous wastes,Inorganic chemicals (D),Treatment,Recycling,8715,2019-12-31,3
SA,Hazardous wastes,Inorganic chemicals (D),Landfill,Disposal,7,2019-12-31,9
SA,Hazardous wastes,Inorganic chemicals (D),Other disposal,Disposal,0,2019-12-31,9
SA,Hazardous wastes,Inorganic chemicals (D),Recycling,Recycling,1160,2019-12-31,9
SA,Hazardous wastes,Inorganic chemicals (D),Treatment,Disposal,968,2019-12-31,9
SA,Hazardous wastes,Inorganic chemicals (D),Treatment,Energy recovery,0,2019-12-31,9
SA,Hazardous wastes,Inorganic chemicals (D),Treatment,Recycling,8715,2019-12-31,9
SA,Hazardous wastes,Oils (J),Landfill,Disposal,0,2019-12-31,2
SA,Hazardous wastes,Oils (J),Other disposal,Disposal,0,2019-12-31,2
SA,Hazardous wastes,Oils (J),Recycling,Recycling,0,2019-12-31,2
SA,Hazardous wastes,Oils (J),Treatment,Disposal,0,2019-12-31,2
SA,Hazardous wastes,Oils (J),Treatment,Energy recovery,0,2019-12-31,2
SA,Hazardous wastes,Oils (J),Treatment,Recycling,0,2019-12-31,2
SA,Hazardous wastes,Oils (J),Landfill,Disposal,90,2019-12-31,3
SA,Hazardous wastes,Oils (J),Other disposal,Disposal,2,2019-12-31,3
SA,Hazardous wastes,Oils (J),Recycling,Recycling,8159,2019-12-31,3
SA,Hazardous wastes,Oils (J),Treatment,Disposal,0,2019-12-31,3
SA,Hazardous wastes,Oils (J),Treatment,Energy recovery,4776,2019-12-31,3
SA,Hazardous wastes,Oils (J),Treatment,Recycling,19103,2019-12-31,3
SA,Hazardous wastes,Oils (J),Landfill,Disposal,90,2019-12-31,9
SA,Hazardous wastes,Oils (J),Other disposal,Disposal,2,2019-12-31,9
SA,Hazardous wastes,Oils (J),Recycling,Recycling,8159,2019-12-31,9
SA,Hazardous wastes,Oils (J),Treatment,Disposal,0,2019-12-31,9
SA,Hazardous wastes,Oils (J),Treatment,Energy recovery,4776,2019-12-31,9
SA,Hazardous wastes,Oils (J),Treatment,Recycling,19103,2019-12-31,9
SA,Hazardous wastes,Organic chemicals (M),Landfill,Disposal,0,2019-12-31,2
SA,Hazardous wastes,Organic chemicals (M),Other disposal,Disposal,0,2019-12-31,2
SA,Hazardous wastes,Organic chemicals (M),Recycling,Recycling,0,2019-12-31,2
SA,Hazardous wastes,Organic chemicals (M),Treatment,Disposal,0,2019-12-31,2
SA,Hazardous wastes,Organic chemicals (M),Treatment,Energy recovery,0,2019-12-31,2
SA,Hazardous wastes,Organic chemicals (M),Treatment,Recycling,0,2019-12-31,2
SA,Hazardous wastes,Organic chemicals (M),Landfill,Disposal,67,2019-12-31,3
SA,Hazardous wastes,Organic chemicals (M),Other disposal,Disposal,0,2019-12-31,3
SA,Hazardous wastes,Organic chemicals (M),Recycling,Recycling,2,2019-12-31,3
SA,Hazardous wastes,Organic chemicals (M),Treatment,Disposal,247,2019-12-31,3
SA,Hazardous wastes,Organic chemicals (M),Treatment,Energy recovery,14,2019-12-31,3
SA,Hazardous wastes,Organic chemicals (M),Treatment,Recycling,14,2019-12-31,3
SA,Hazardous wastes,Organic chemicals (M),Landfill,Disposal,67,2019-12-31,9
SA,Hazardous wastes,Organic chemicals (M),Other disposal,Disposal,0,2019-12-31,9
SA,Hazardous wastes,Organic chemicals (M),Recycling,Recycling,2,2019-12-31,9
SA,Hazardous wastes,Organic chemicals (M),Treatment,Disposal,247,2019-12-31,9
SA,Hazardous wastes,Organic chemicals (M),Treatment,Energy recovery,14,2019-12-31,9
SA,Hazardous wastes,Organic chemicals (M),Treatment,Recycling,14,2019-12-31,9
SA,Hazardous wastes,Organic solvents (G),Landfill,Disposal,0,2019-12-31,2
SA,Hazardous wastes,Organic solvents (G),Other disposal,Disposal,0,2019-12-31,2
SA,Hazardous wastes,Organic solvents (G),Recycling,Recycling,0,2019-12-31,2
SA,Hazardous wastes,Organic solvents (G),Treatment,Disposal,0,2019-12-31,2
SA,Hazardous wastes,Organic solvents (G),Treatment,Energy recovery,0,2019-12-31,2
SA,Hazardous wastes,Organic solvents (G),Treatment,Recycling,0,2019-12-31,2
SA,Hazardous wastes,Organic solvents (G),Landfill,Disposal,0,2019-12-31,3
SA,Hazardous wastes,Organic solvents (G),Other disposal,Disposal,0,2019-12-31,3
SA,Hazardous wastes,Organic solvents (G),Recycling,Recycling,9,2019-12-31,3
SA,Hazardous wastes,Organic solvents (G),Treatment,Disposal,583,2019-12-31,3
SA,Hazardous wastes,Organic solvents (G),Treatment,Energy recovery,65,2019-12-31,3
SA,Hazardous wastes,Organic solvents (G),Treatment,Recycling,0,2019-12-31,3
SA,Hazardous wastes,Organic solvents (G),Landfill,Disposal,0,2019-12-31,9
SA,Hazardous wastes,Organic solvents (G),Other disposal,Disposal,0,2019-12-31,9
SA,Hazardous wastes,Organic solvents (G),Recycling,Recycling,9,2019-12-31,9
SA,Hazardous wastes,Organic solvents (G),Treatment,Disposal,583,2019-12-31,9
SA,Hazardous wastes,Organic solvents (G),Treatment,Energy recovery,65,2019-12-31,9
SA,Hazardous wastes,Organic solvents (G),Treatment,Recycling,0,2019-12-31,9
SA,Hazardous wastes,Other,Landfill,Disposal,0,2019-12-31,2
SA,Hazardous wastes,Other,Other disposal,Disposal,0,2019-12-31,2
SA,Hazardous wastes,Other,Recycling,Recycling,0,2019-12-31,2
SA,Hazardous wastes,Other,Treatment,Disposal,0,2019-12-31,2
SA,Hazardous wastes,Other,Treatment,Energy recovery,0,2019-12-31,2
SA,Hazardous wastes,Other,Treatment,Recycling,0,2019-12-31,2
SA,Hazardous wastes,Other,Landfill,Disposal,0,2019-12-31,3
SA,Hazardous wastes,Other,Other disposal,Disposal,0,2019-12-31,3
SA,Hazardous wastes,Other,Recycling,Recycling,0,2019-12-31,3
SA,Hazardous wastes,Other,Treatment,Disposal,0,2019-12-31,3
SA,Hazardous wastes,Other,Treatment,Energy recovery,0,2019-12-31,3
SA,Hazardous wastes,Other,Treatment,Recycling,0,2019-12-31,3
SA,Hazardous wastes,Other,Landfill,Disposal,0,2019-12-31,9
SA,Hazardous wastes,Other,Other disposal,Disposal,0,2019-12-31,9
SA,Hazardous wastes,Other,Recycling,Recycling,0,2019-12-31,9
SA,Hazardous wastes,Other,Treatment,Disposal,0,2019-12-31,9
SA,Hazardous wastes,Other,Treatment,Energy recovery,0,2019-12-31,9
SA,Hazardous wastes,Other,Treatment,Recycling,0,2019-12-31,9
SA,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Landfill,Disposal,0,2019-12-31,2
SA,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Other disposal,Disposal,0,2019-12-31,2
SA,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Recycling,Recycling,0,2019-12-31,2
SA,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Treatment,Disposal,0,2019-12-31,2
SA,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Treatment,Energy recovery,0,2019-12-31,2
SA,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Treatment,Recycling,0,2019-12-31,2
SA,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Landfill,Disposal,0,2019-12-31,3
SA,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Other disposal,Disposal,0,2019-12-31,3
SA,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Recycling,Recycling,0,2019-12-31,3
SA,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Treatment,Disposal,0,2019-12-31,3
SA,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Treatment,Energy recovery,0,2019-12-31,3
SA,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Treatment,Recycling,0,2019-12-31,3
SA,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Landfill,Disposal,0,2019-12-31,9
SA,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Other disposal,Disposal,0,2019-12-31,9
SA,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Recycling,Recycling,0,2019-12-31,9
SA,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Treatment,Disposal,0,2019-12-31,9
SA,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Treatment,Energy recovery,0,2019-12-31,9
SA,Hazardous wastes,"Other hazardous organic wastes (K140, K190)",Treatment,Recycling,0,2019-12-31,9
SA,Hazardous wastes,Other miscellaneous (other T),Landfill,Disposal,0,2019-12-31,2
SA,Hazardous wastes,Other miscellaneous (other T),Other disposal,Disposal,0,2019-12-31,2
SA,Hazardous wastes,Other miscellaneous (other T),Recycling,Recycling,0,2019-12-31,2
SA,Hazardous wastes,Other miscellaneous (other T),Treatment,Disposal,0,2019-12-31,2
SA,Hazardous wastes,Other miscellaneous (other T),Treatment,Energy recovery,0,2019-12-31,2
SA,Hazardous wastes,Other miscellaneous (other T),Treatment,Recycling,0,2019-12-31,2
SA,Hazardous wastes,Other miscellaneous (other T),Landfill,Disposal,717,2019-12-31,3
SA,Hazardous wastes,Other miscellaneous (other T),Other disposal,Disposal,0,2019-12-31,3
SA,Hazardous wastes,Other miscellaneous (other T),Recycling,Recycling,278,2019-12-31,3
SA,Hazardous wastes,Other miscellaneous (other T),Treatment,Disposal,1282,2019-12-31,3
SA,Hazardous wastes,Other miscellaneous (other T),Treatment,Energy recovery,0,2019-12-31,3
SA,Hazardous wastes,Other miscellaneous (other T),Treatment,Recycling,0,2019-12-31,3
SA,Hazardous wastes,Other miscellaneous (other T),Landfill,Disposal,717,2019-12-31,9
SA,Hazardous wastes,Other miscellaneous (other T),Other disposal,Disposal,0,2019-12-31,9
SA,Hazardous wastes,Other miscellaneous (other T),Recycling,Recycling,278,2019-12-31,9
SA,Hazardous wastes,Other miscellaneous (other T),Treatment,Disposal,1282,2019-12-31,9
SA,Hazardous wastes,Other miscellaneous (other T),Treatment,Energy recovery,0,2019-12-31,9
SA,Hazardous wastes,Other miscellaneous (other T),Treatment,Recycling,0,2019-12-31,9
SA,Hazardous wastes,Other soil/sludges (other N),Landfill,Disposal,0,2019-12-31,2
SA,Hazardous wastes,Other soil/sludges (other N),Other disposal,Disposal,0,2019-12-31,2
SA,Hazardous wastes,Other soil/sludges (other N),Recycling,Recycling,0,2019-12-31,2
SA,Hazardous wastes,Other soil/sludges (other N),Treatment,Disposal,0,2019-12-31,2
SA,Hazardous wastes,Other soil/sludges (other N),Treatment,Energy recovery,0,2019-12-31,2
SA,Hazardous wastes,Other soil/sludges (other N),Treatment,Recycling,0,2019-12-31,2
SA,Hazardous wastes,Other soil/sludges (other N),Landfill,Disposal,18411,2019-12-31,3
SA,Hazardous wastes,Other soil/sludges (other N),Other disposal,Disposal,0,2019-12-31,3
SA,Hazardous wastes,Other soil/sludges (other N),Recycling,Recycling,4903,2019-12-31,3
SA,Hazardous wastes,Other soil/sludges (other N),Treatment,Disposal,9471,2019-12-31,3
SA,Hazardous wastes,Other soil/sludges (other N),Treatment,Energy recovery,0,2019-12-31,3
SA,Hazardous wastes,Other soil/sludges (other N),Treatment,Recycling,4059,2019-12-31,3
SA,Hazardous wastes,Other soil/sludges (other N),Landfill,Disposal,18411,2019-12-31,9
SA,Hazardous wastes,Other soil/sludges (other N),Other disposal,Disposal,0,2019-12-31,9
SA,Hazardous wastes,Other soil/sludges (other N),Recycling,Recycling,4903,2019-12-31,9
SA,Hazardous wastes,Other soil/sludges (other N),Treatment,Disposal,9471,2019-12-31,9
SA,Hazardous wastes,Other soil/sludges (other N),Treatment,Energy recovery,0,2019-12-31,9
SA,Hazardous wastes,Other soil/sludges (other N),Treatment,Recycling,4059,2019-12-31,9
SA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Landfill,Disposal,0,2019-12-31,2
SA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Other disposal,Disposal,0,2019-12-31,2
SA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Recycling,Recycling,0,2019-12-31,2
SA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Disposal,0,2019-12-31,2
SA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Energy recovery,0,2019-12-31,2
SA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Recycling,0,2019-12-31,2
SA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Landfill,Disposal,215,2019-12-31,3
SA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Other disposal,Disposal,0,2019-12-31,3
SA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Recycling,Recycling,5,2019-12-31,3
SA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Disposal,763,2019-12-31,3
SA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Energy recovery,254,2019-12-31,3
SA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Recycling,254,2019-12-31,3
SA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Landfill,Disposal,215,2019-12-31,9
SA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Other disposal,Disposal,0,2019-12-31,9
SA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Recycling,Recycling,5,2019-12-31,9
SA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Disposal,763,2019-12-31,9
SA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Energy recovery,254,2019-12-31,9
SA,Hazardous wastes,"Paints, resins, inks, organic sludges (F)",Treatment,Recycling,254,2019-12-31,9
SA,Hazardous wastes,Pesticides (H),Landfill,Disposal,0,2019-12-31,2
SA,Hazardous wastes,Pesticides (H),Other disposal,Disposal,0,2019-12-31,2
SA,Hazardous wastes,Pesticides (H),Recycling,Recycling,0,2019-12-31,2
SA,Hazardous wastes,Pesticides (H),Treatment,Disposal,0,2019-12-31,2
SA,Hazardous wastes,Pesticides (H),Treatment,Energy recovery,0,2019-12-31,2
SA,Hazardous wastes,Pesticides (H),Treatment,Recycling,0,2019-12-31,2
SA,Hazardous wastes,Pesticides (H),Landfill,Disposal,510,2019-12-31,3
SA,Hazardous wastes,Pesticides (H),Other disposal,Disposal,0,2019-12-31,3
SA,Hazardous wastes,Pesticides (H),Recycling,Recycling,0,2019-12-31,3
SA,Hazardous wastes,Pesticides (H),Treatment,Disposal,7,2019-12-31,3
SA,Hazardous wastes,Pesticides (H),Treatment,Energy recovery,0,2019-12-31,3
SA,Hazardous wastes,Pesticides (H),Treatment,Recycling,0,2019-12-31,3
SA,Hazardous wastes,Pesticides (H),Landfill,Disposal,510,2019-12-31,9
SA,Hazardous wastes,Pesticides (H),Other disposal,Disposal,0,2019-12-31,9
SA,Hazardous wastes,Pesticides (H),Recycling,Recycling,0,2019-12-31,9
SA,Hazardous wastes,Pesticides (H),Treatment,Disposal,7,2019-12-31,9
SA,Hazardous wastes,Pesticides (H),Treatment,Energy recovery,0,2019-12-31,9
SA,Hazardous wastes,Pesticides (H),Treatment,Recycling,0,2019-12-31,9
SA,Hazardous wastes,Plating and heat treatment (A),Landfill,Disposal,0,2019-12-31,2
SA,Hazardous wastes,Plating and heat treatment (A),Other disposal,Disposal,0,2019-12-31,2
SA,Hazardous wastes,Plating and heat treatment (A),Recycling,Recycling,0,2019-12-31,2
SA,Hazardous wastes,Plating and heat treatment (A),Treatment,Disposal,0,2019-12-31,2
SA,Hazardous wastes,Plating and heat treatment (A),Treatment,Energy recovery,0,2019-12-31,2
SA,Hazardous wastes,Plating and heat treatment (A),Treatment,Recycling,0,2019-12-31,2
SA,Hazardous wastes,Plating and heat treatment (A),Landfill,Disposal,0,2019-12-31,3
SA,Hazardous wastes,Plating and heat treatment (A),Other disposal,Disposal,0,2019-12-31,3
SA,Hazardous wastes,Plating and heat treatment (A),Recycling,Recycling,0,2019-12-31,3
SA,Hazardous wastes,Plating and heat treatment (A),Treatment,Disposal,9,2019-12-31,3
SA,Hazardous wastes,Plating and heat treatment (A),Treatment,Energy recovery,0,2019-12-31,3
SA,Hazardous wastes,Plating and heat treatment (A),Treatment,Recycling,0,2019-12-31,3
SA,Hazardous wastes,Plating and heat treatment (A),Landfill,Disposal,0,2019-12-31,9
SA,Hazardous wastes,Plating and heat treatment (A),Other disposal,Disposal,0,2019-12-31,9
